1900	1582	0
1901	1777	0
1902	1826	0
1903	2047	0
1904	1966	0
1905	2306	0
1906	2200	0
1907	2158	0
1908	2731	0
1909	2996	0
1910	3066	0
1911	3403	0
1912	3205	0
1913	3381	0
1914	3430	0
1915	3288	0
1916	3118	0
1917	2861	0
1918	2838	0
1919	3004	0
1920	3214	0
1921	3248	0
1922	3379	0
1923	3651	0
1924	4047	0
1925	4265	0
1926	4549	0
1927	5153	0
1928	4771	0
1929	4831	0
1930	4736	0
1931	4625	0
1932	4731	0
1933	4745	0
1934	4782	0
1935	4852	0
1936	4588	0
1937	4569	0
1938	5043	0
1939	4811	0
1940	4362	0
1941	4189	0
1942	4136	0
1943	3988	0
1944	4227	0
1945	20121	0
1946	54054	0
1947	65456	0
1948	71108	0
1949	61957	0
1950	82230	0
1951	102060	0
1952	107388	0
1953	108000	0
1954	105130	0
1955	108056	0
1956	106525	0
1957	111081	0
1958	108925	0
1959	109559	0
1960	111610	0
1961	119787	0
1962	126986	0
1963	143142	0
1964	161635	0
1965	176578	0
1966	179346	0
1967	191014	0
1968	207501	0
1969	214592	0
1970	218426	0
1971	222807	0
1972	226705	0
1973	230394	0
1974	234044	0
1975	247755	0
1976	253496	0
1977	260167	3
1978	270618	0
1979	279631	0
1980	277818	6
1981	280311	2
1982	291892	4
1983	305385	9
1984	314424	7
1985	331330	11
1986	345243	5
1987	363316	9
1988	381400	5
1989	398147	12
1990	405282	19
1991	406970	19
1992	411661	25
1993	419521	18
1994	429917	18
1995	440640	20
1996	449366	15
1997	449206	39
1998	467618	47
1999	485951	32
2000	527130	23
2001	541356	26
2002	559159	41
2003	588947	58
2004	631497	67
2005	692746	73
2006	737724	138
2007	773956	139
2008	817528	237
2009	852183	289
2010	812321	228
