Mamm. Genome,24275887,2013,9,16,2013,10,29
Mamm. Genome,24272351,2013,7,31,2013,11,8
Mamm. Genome,24249052,2013,4,22,2013,10,14
Mamm. Genome,24220852,2012,12,27,2013,10,14
Mamm. Genome,24217691,2013,7,24,2013,10,11
Mamm. Genome,24213835,2013,8,7,2013,10,11
Mamm. Genome,24202129,2013,6,14,2013,8,29
Mamm. Genome,24196410,2013,7,6,2013,10,11
Mamm. Genome,24177753,2013,6,19,2013,9,2
Mamm. Genome,24121729,2013,6,5,2013,8,29
Mamm. Genome,24096375,2013,6,5,2013,7,22
Mamm. Genome,24096374,2013,4,2,2013,8,10
Mamm. Genome,24085332,2013,4,11,2013,8,30
Mamm. Genome,24068166,2013,2,21,2013,8,15
Mamm. Genome,24062056,2013,5,15,2013,8,1
Mamm. Genome,24026665,2013,5,3,2013,8,5
Mamm. Genome,24022199,2013,6,17,2013,7,5
Mamm. Genome,23974804,2013,5,16,2013,7,26
Mamm. Genome,23949773,2013,2,13,2013,7,2
Mamm. Genome,23934554,2013,5,15,2013,7,2
Mamm. Genome,23929037,2013,4,23,2013,7,1
Mamm. Genome,23929036,2013,5,21,2013,7,5
Mamm. Genome,23912999,2013,4,3,2013,6,27
Mamm. Genome,23896813,2013,4,5,2013,6,10
Mamm. Genome,23893136,2012,12,30,2013,6,17
Mamm. Genome,23884334,2013,4,28,2013,6,19
Mamm. Genome,23839232,2013,2,27,2013,6,10
Mamm. Genome,23812355,2013,1,15,2013,5,20
Mamm. Genome,23797830,2013,4,22,2013,5,22
Mamm. Genome,23722970,2012,8,1,2013,4,22
Mamm. Genome,23712496,2012,12,6,2013,4,11
Mamm. Genome,23681115,2012,8,14,2013,4,24
Mamm. Genome,23673683,2013,2,2,2013,4,26
Mamm. Genome,23673682,2013,2,26,2013,4,23
Mamm. Genome,23636699,2012,12,20,2013,3,5
Mamm. Genome,23609791,2012,12,12,2013,3,11
Mamm. Genome,23604909,2012,11,15,2013,3,12
Mamm. Genome,23588612,2013,1,21,2013,3,18
Mamm. Genome,23543395,2012,7,4,2013,2,6
Mamm. Genome,23515943,2012,12,7,2013,2,25
Mamm. Genome,23420545,2012,9,9,2012,12,27
Mamm. Genome,23417284,2012,8,1,2013,1,11
Mamm. Genome,23404175,2012,11,14,2012,12,17
Mamm. Genome,23325127,2012,9,6,2012,12,10
Mamm. Genome,23314661,2012,10,24,2012,12,7
Mamm. Genome,23297074,2012,11,5,2012,12,10
Mamm. Genome,23223940,2012,8,3,2012,11,5
Mamm. Genome,23223904,2012,9,14,2012,11,17
Mamm. Genome,23179634,2012,7,25,2012,10,8
Mamm. Genome,23179633,2011,12,8,2012,9,10
Mamm. Genome,23160730,2012,8,3,2012,10,12
Mamm. Genome,23160729,2012,5,28,2012,9,11
Mamm. Genome,23096997,2012,5,30,2012,9,10
Mamm. Genome,23076393,2012,7,9,2012,9,10
Mamm. Genome,23064780,2012,5,2,2012,9,10
Mamm. Genome,23052825,2012,6,27,2012,9,7
Mamm. Genome,23052823,2012,2,24,2012,9,7
Mamm. Genome,22991088,2012,6,27,2012,8,6
Mamm. Genome,22991087,2012,4,27,2012,7,19
Mamm. Genome,22968825,,,,,,
Mamm. Genome,22968824,2012,4,6,2012,7,20
Mamm. Genome,22961259,2012,5,24,2012,7,24
Mamm. Genome,22961258,2012,3,24,2012,7,23
Mamm. Genome,22961226,2012,7,22,2012,8,2
Mamm. Genome,22945696,2012,3,21,2012,7,26
Mamm. Genome,22945695,2012,5,22,2012,7,23
Mamm. Genome,22940749,2012,7,18,2012,8,5
Mamm. Genome,22940748,2012,4,10,2012,7,30
Mamm. Genome,22936001,2012,4,10,2012,7,30
Mamm. Genome,22936000,2012,4,4,2012,7,4
Mamm. Genome,22926223,2012,7,2,2012,8,7
Mamm. Genome,22926222,2012,6,11,2012,7,16
Mamm. Genome,22926221,2012,3,11,2012,7,5
Mamm. Genome,22903739,2012,4,29,2012,7,2
Mamm. Genome,22892839,2012,4,17,2012,6,29
Mamm. Genome,22892838,2012,3,29,2012,7,4
Mamm. Genome,22872147,2012,2,3,2012,7,4
Mamm. Genome,22847377,2012,5,2,2012,7,4
Mamm. Genome,22847376,2012,5,1,2012,6,28
Mamm. Genome,22847375,2012,4,9,2012,6,21
Mamm. Genome,22847374,2012,3,2,2012,6,22
Mamm. Genome,22832508,2012,4,3,2012,6,21
Mamm. Genome,22814868,2011,12,26,2012,6,21
Mamm. Genome,22814867,2012,3,6,2012,5,21
Mamm. Genome,22772437,2012,3,26,2012,5,24
Mamm. Genome,22772436,2012,2,8,2012,5,16
Mamm. Genome,22763584,2012,4,20,2012,6,7
Mamm. Genome,22752552,2012,3,6,2012,5,21
Mamm. Genome,22538705,2012,1,12,2012,3,19
Mamm. Genome,22527486,2011,12,19,2012,3,26
Mamm. Genome,22527485,2011,11,22,2012,2,27
Mamm. Genome,22451137,2011,10,29,2012,2,21
Mamm. Genome,22438012,2011,11,22,2012,2,15
Mamm. Genome,22371272,2011,5,3,2012,1,26
Mamm. Genome,22358507,2011,12,9,2012,1,5
Mamm. Genome,22322356,2011,10,5,2012,1,11
Mamm. Genome,22290452,2011,9,11,2011,12,31
Mamm. Genome,22290451,2011,11,8,2012,1,5
Mamm. Genome,22270221,2011,10,10,2011,11,29
Mamm. Genome,22258618,,,,,,
Mamm. Genome,22258617,2011,9,2,2011,12,31
Mamm. Genome,22231497,2011,8,26,2011,12,12
Mamm. Genome,22218699,2011,10,3,2011,11,29
Mamm. Genome,22207321,2011,8,9,2011,12,9
Mamm. Genome,22193413,2011,9,29,2011,12,2
Mamm. Genome,22193412,2011,8,12,2011,11,25
Mamm. Genome,22193411,2011,8,22,2011,11,17
Mamm. Genome,22170629,2011,9,1,2011,11,24
Mamm. Genome,22160242,2011,8,25,2011,11,17
Mamm. Genome,22147205,2011,8,29,2011,11,11
Mamm. Genome,22138850,2011,8,28,2011,10,9
Mamm. Genome,22138814,2010,10,11,2011,11,16
Mamm. Genome,22108806,2011,8,30,2011,10,31
Mamm. Genome,22105877,2011,8,26,2011,10,18
Mamm. Genome,22105876,2011,8,29,2011,10,20
Mamm. Genome,22101864,2011,8,24,2011,10,15
Mamm. Genome,22101863,2011,8,4,2011,10,20
Mamm. Genome,22080304,2011,8,2,2011,10,23
Mamm. Genome,22080289,2011,9,12,2011,10,14
Mamm. Genome,22076420,2011,9,5,2011,10,23
Mamm. Genome,22076419,2011,6,21,2011,10,6
Mamm. Genome,22071879,2011,8,9,2011,10,15
Mamm. Genome,22065099,2011,8,11,2011,9,26
Mamm. Genome,22052005,2011,8,30,2011,10,13
Mamm. Genome,22052004,2011,7,27,2011,10,10
Mamm. Genome,22038471,2011,6,17,2011,9,25
Mamm. Genome,22037590,2011,8,6,2011,10,9
Mamm. Genome,22002806,2011,6,29,2011,9,23
Mamm. Genome,21997183,2011,7,26,2011,9,22
Mamm. Genome,21953412,2011,8,22,2011,9,5
Mamm. Genome,21953411,2011,7,11,2011,9,5
Mamm. Genome,21874386,2011,5,26,2011,7,29
Mamm. Genome,21858720,2011,3,31,2011,7,16
Mamm. Genome,21858719,2011,3,26,2011,8,1
Mamm. Genome,21805221,2011,1,14,2011,4,27
Mamm. Genome,21796466,,,,,,
Mamm. Genome,21769671,2011,4,5,2011,6,8
Mamm. Genome,21769670,2011,2,23,2011,6,7
Mamm. Genome,21761260,2011,2,28,2011,6,21
Mamm. Genome,21732194,2011,1,21,2011,5,27
Mamm. Genome,21732193,2011,2,19,2011,6,8
Mamm. Genome,21732192,2011,4,5,2011,6,4
Mamm. Genome,21732191,2011,3,21,2011,6,18
Mamm. Genome,21720866,2011,2,1,2011,6,4
Mamm. Genome,21717223,2010,4,21,2011,5,20
Mamm. Genome,21717222,2011,3,8,2011,6,9
Mamm. Genome,21713584,2011,3,18,2011,6,7
Mamm. Genome,21706386,2011,2,28,2011,5,26
Mamm. Genome,21698472,2011,4,18,2011,5,16
Mamm. Genome,21688192,2011,2,28,2011,5,26
Mamm. Genome,21667129,2011,3,3,2011,5,23
Mamm. Genome,21667128,2011,3,17,2011,5,16
Mamm. Genome,21626174,2011,2,4,2011,4,12
Mamm. Genome,21611832,2011,1,24,2011,5,4
Mamm. Genome,21597988,2011,3,3,2011,4,21
Mamm. Genome,21559878,2011,2,24,2011,4,14
Mamm. Genome,21553221,2011,2,1,2011,4,14
Mamm. Genome,21538020,2011,2,12,2011,4,14
Mamm. Genome,21516450,2010,11,8,2011,4,5
Mamm. Genome,21509518,2010,10,1,2011,3,7
Mamm. Genome,21499899,2011,1,9,2011,3,23
Mamm. Genome,21479780,2011,1,7,2011,3,9
Mamm. Genome,21465164,2010,11,29,2011,3,8
Mamm. Genome,21451961,2010,10,18,2011,3,8
Mamm. Genome,21437649,2010,11,24,2011,1,21
Mamm. Genome,21400204,2010,11,29,2011,2,8
Mamm. Genome,21400203,2010,12,16,2011,2,17
Mamm. Genome,21373886,2010,10,29,2011,2,8
Mamm. Genome,21373885,2010,11,29,2011,1,23
Mamm. Genome,21347846,2011,1,18,2011,1,19
Mamm. Genome,21347845,2010,11,24,2011,2,4
Mamm. Genome,21298271,2010,12,21,2011,1,21
Mamm. Genome,21210123,2010,8,27,2010,12,3
Mamm. Genome,21184083,2010,12,8,2010,12,8
Mamm. Genome,21170743,2010,9,30,2010,12,2
Mamm. Genome,21165622,2010,8,27,2010,11,16
Mamm. Genome,21161235,2010,10,7,2010,11,19
Mamm. Genome,21136063,2010,7,2,2010,11,3
Mamm. Genome,21128076,2010,9,21,2010,11,10
Mamm. Genome,21125402,2010,5,30,2010,11,11
Mamm. Genome,21116636,2010,8,8,2010,11,3
Mamm. Genome,21116635,2010,4,22,2010,11,8
Mamm. Genome,21113599,2010,8,6,2010,10,19
Mamm. Genome,21110029,2010,8,16,2010,10,25
Mamm. Genome,21107580,2010,6,19,2010,9,27
Mamm. Genome,21107579,2010,8,20,2010,11,4
Mamm. Genome,21104256,2010,6,2,2010,11,3
Mamm. Genome,21076837,2010,6,25,2010,10,18
Mamm. Genome,21069343,2010,9,20,2010,10,18
Mamm. Genome,21057797,2010,8,18,2010,10,14
Mamm. Genome,21052678,2010,7,27,2010,9,28
Mamm. Genome,21052677,2010,6,22,2010,10,11
Mamm. Genome,20967545,2010,8,6,2010,9,28
Mamm. Genome,20963592,2010,4,5,2010,9,20
Mamm. Genome,20963591,2010,7,19,2010,10,5
Mamm. Genome,20953787,2010,7,7,2010,9,13
Mamm. Genome,20936290,2010,6,11,2010,9,1
Mamm. Genome,20931201,2010,7,20,2010,9,1
Mamm. Genome,20931200,2010,5,18,2010,7,27
Mamm. Genome,20886217,2010,7,16,2010,9,13
Mamm. Genome,20886216,2010,7,27,2010,9,13
Mamm. Genome,20882286,2010,6,30,2010,9,1
Mamm. Genome,20878524,2010,7,4,2010,9,1
Mamm. Genome,20872266,2010,6,11,2010,8,31
Mamm. Genome,20853168,2010,7,8,2010,9,1
Mamm. Genome,20799038,2010,6,8,2010,7,26
Mamm. Genome,20799037,2010,5,25,2010,8,9
Mamm. Genome,20706723,2010,5,18,2010,7,19
Mamm. Genome,20700597,2009,11,30,2010,6,14
Mamm. Genome,20700596,2010,6,2,2010,7,22
Mamm. Genome,20686773,2010,4,22,2010,6,22
Mamm. Genome,20686772,2010,5,21,2010,7,12
Mamm. Genome,20652258,2010,3,5,2010,6,21
Mamm. Genome,20623355,2010,3,6,2010,5,13
Mamm. Genome,20623354,2010,4,22,2010,6,24
Mamm. Genome,20577743,2010,3,22,2010,6,3
Mamm. Genome,20567833,2010,4,1,2010,5,28
Mamm. Genome,20549504,2010,3,24,2010,5,21
Mamm. Genome,20532784,2010,1,30,2010,3,31
Mamm. Genome,20524000,2010,3,2,2010,4,25
Mamm. Genome,20512340,2010,3,4,2010,5,4
Mamm. Genome,20512339,2009,10,18,2010,5,6
Mamm. Genome,20496149,2010,3,27,2010,5,6
Mamm. Genome,20495808,2010,1,16,2010,5,4
Mamm. Genome,20473674,2010,1,29,2010,4,14
Mamm. Genome,20473506,2010,1,23,2010,4,9
Mamm. Genome,20443117,2010,2,5,2010,4,9
Mamm. Genome,20411264,2010,2,18,2010,3,31
Mamm. Genome,20383712,2009,11,19,2010,3,26
Mamm. Genome,20204375,2009,12,21,2010,1,29
Mamm. Genome,20204374,2009,11,6,2010,2,8
Mamm. Genome,20195868,2010,1,14,2010,2,4
Mamm. Genome,20182879,2009,12,25,2010,2,9
Mamm. Genome,20157820,2009,11,2,2010,1,21
Mamm. Genome,20140675,2009,11,14,2010,1,5
Mamm. Genome,20135320,2009,10,15,2010,1,5
Mamm. Genome,20127486,2009,9,10,2009,11,2
Mamm. Genome,20111866,2009,10,14,2009,12,8
Mamm. Genome,20047077,2009,11,7,2009,12,10
Mamm. Genome,20039044,2009,9,27,2009,12,8
Mamm. Genome,20033694,2009,10,29,2009,12,2
Mamm. Genome,20033184,2009,8,24,2009,10,15
Mamm. Genome,20033183,2009,8,3,2009,10,26
Mamm. Genome,20033182,2009,7,2,2009,11,9
Mamm. Genome,20013340,2009,10,7,2009,11,11
Mamm. Genome,20012967,2009,8,25,2009,10,27
Mamm. Genome,20012966,2009,6,8,2009,11,23
Mamm. Genome,19953256,2009,7,27,2009,10,30
Mamm. Genome,19953255,2009,9,15,2009,11,11
Mamm. Genome,19936831,2009,10,1,2009,10,15
Mamm. Genome,19936830,2009,7,17,2009,9,25
Mamm. Genome,19921333,2009,6,16,2009,10,21
Mamm. Genome,19876605,2009,6,17,2009,9,30
Mamm. Genome,19862571,2009,10,1,2009,10,1
Mamm. Genome,19830403,2009,8,18,2009,9,16
Mamm. Genome,19823912,2009,1,29,2009,9,4
Mamm. Genome,19806398,2009,7,20,2009,8,19
Mamm. Genome,19795169,2009,8,13,2009,9,4
Mamm. Genome,19789849,2009,5,18,2009,8,25
Mamm. Genome,19777308,2009,6,17,2009,8,17
Mamm. Genome,19771477,2009,4,7,2009,8,6
Mamm. Genome,19763687,2009,5,24,2009,8,18
Mamm. Genome,19760324,2009,4,9,2009,8,17
Mamm. Genome,19760323,2009,5,1,2009,8,6
Mamm. Genome,19760322,2009,7,21,2009,8,24
Mamm. Genome,19760321,2009,6,12,2009,8,17
Mamm. Genome,19760320,2009,5,7,2009,6,18
Mamm. Genome,19727952,2009,7,22,2009,8,14
Mamm. Genome,19727951,2009,6,30,2009,7,20
Mamm. Genome,19711126,2009,4,30,2009,7,23
Mamm. Genome,19697081,2009,5,26,2009,7,6
Mamm. Genome,19697080,2009,5,6,2009,7,22
Mamm. Genome,19697079,2009,6,3,2009,7,20
Mamm. Genome,19669235,2009,4,30,2009,7,1
Mamm. Genome,19669234,2009,4,16,2009,7,10
Mamm. Genome,19657694,2009,5,15,2009,7,7
Mamm. Genome,19649761,2009,4,15,2009,7,10
Mamm. Genome,19641966,2009,3,16,2009,6,2
Mamm. Genome,19641964,2009,4,23,2009,6,25
Mamm. Genome,19641963,2009,4,30,2009,7,1
Mamm. Genome,19629596,2009,4,27,2009,6,15
Mamm. Genome,19629595,2009,4,28,2009,6,22
Mamm. Genome,19629594,2009,4,23,2009,6,26
Mamm. Genome,19609828,2009,1,6,2009,6,2
Mamm. Genome,19513791,2009,1,30,2009,5,6
Mamm. Genome,19513790,2009,3,15,2009,5,6
Mamm. Genome,19513789,2009,4,3,2009,5,8
Mamm. Genome,19513788,2009,1,16,2009,5,13
Mamm. Genome,19513787,2009,3,9,2009,5,5
Mamm. Genome,19504344,2009,2,10,2009,5,8
Mamm. Genome,19495872,2008,11,13,2009,5,5
Mamm. Genome,19466482,2009,2,11,2009,4,16
Mamm. Genome,19452216,2009,2,25,2009,4,21
Mamm. Genome,19444508,2009,1,30,2009,4,3
Mamm. Genome,19444507,2008,9,29,2009,4,21
Mamm. Genome,19444506,2008,12,1,2009,4,23
Mamm. Genome,19424753,2008,11,4,2009,2,23
Mamm. Genome,19399551,2009,1,14,2009,3,13
Mamm. Genome,19387735,2008,11,2,2009,3,16
Mamm. Genome,19387734,2008,10,9,2009,3,18
Mamm. Genome,19347398,2008,11,19,2009,2,27
Mamm. Genome,19337678,2009,1,6,2009,2,24
Mamm. Genome,19319603,2009,1,21,2009,2,24
Mamm. Genome,19308643,2008,11,17,2009,2,18
Mamm. Genome,19308642,2009,1,7,2009,2,19
Mamm. Genome,19306044,2008,12,22,2009,2,19
Mamm. Genome,19306043,2008,11,22,2009,2,17
Mamm. Genome,19255705,2008,8,26,2009,1,22
Mamm. Genome,19238339,2008,8,23,2008,12,30
Mamm. Genome,19219501,2008,11,12,2008,12,30
Mamm. Genome,19205800,2008,9,22,2008,12,22
Mamm. Genome,19169743,2008,7,18,2008,10,28
Mamm. Genome,19169742,2008,11,24,2008,12,22
Mamm. Genome,19153792,2008,3,25,2008,11,5
Mamm. Genome,19145460,2008,11,21,2008,12,8
Mamm. Genome,19145459,2008,8,27,2008,12,4
Mamm. Genome,19145458,2008,7,17,2008,12,3
Mamm. Genome,19137372,2008,8,5,2008,12,2
Mamm. Genome,19130129,2008,8,7,2008,11,19
Mamm. Genome,19123034,2008,9,12,2008,11,25
Mamm. Genome,19116736,2008,9,12,2008,11,12
Mamm. Genome,19083055,2008,9,5,2008,11,6
Mamm. Genome,19082857,2008,8,22,2008,11,12
Mamm. Genome,19082856,2008,10,5,2008,11,17
Mamm. Genome,19082661,2008,4,29,2008,10,28
Mamm. Genome,19067046,2008,7,16,2008,10,28
Mamm. Genome,19052818,2008,8,19,2008,10,27
Mamm. Genome,19020935,2008,7,2,2008,10,1
Mamm. Genome,19015917,2008,8,4,2008,10,10
Mamm. Genome,19011942,2008,10,8,2008,10,8
Mamm. Genome,19002527,2008,7,25,2008,10,2
Mamm. Genome,18958525,2008,8,20,2008,9,25
Mamm. Genome,18958524,2008,9,9,2008,9,24
Mamm. Genome,18949515,2008,9,29,2008,9,29
Mamm. Genome,18949514,2008,2,19,2008,9,26
Mamm. Genome,18855049,2008,6,3,2008,8,25
Mamm. Genome,18839252,2008,5,15,2008,7,1
Mamm. Genome,18836775,2008,4,30,2008,8,12
Mamm. Genome,18836774,2008,5,2,2008,8,20
Mamm. Genome,18836773,2008,5,27,2008,9,5
Mamm. Genome,18836772,2008,7,29,2008,9,10
Mamm. Genome,18815833,2008,6,6,2008,8,11
Mamm. Genome,18807086,2008,7,24,2008,8,8
Mamm. Genome,18797968,2008,3,25,2008,5,23
Mamm. Genome,18787898,2008,2,7,2008,5,28
Mamm. Genome,18787897,2008,4,28,2008,7,28
Mamm. Genome,18763016,2008,4,29,2008,7,8
Mamm. Genome,18758856,2008,3,17,2008,7,1
Mamm. Genome,18716834,2008,6,10,2008,7,16
Mamm. Genome,18716833,2008,5,15,2008,7,8
Mamm. Genome,18712441,2008,2,21,2008,7,1
Mamm. Genome,18688563,2008,5,30,2008,7,9
Mamm. Genome,18670804,2008,4,11,2008,6,5
Mamm. Genome,18668290,2008,5,23,2008,6,13
Mamm. Genome,18665421,2008,1,26,2008,6,13
Mamm. Genome,18665420,2008,4,30,2008,5,29
Mamm. Genome,18663528,2008,3,26,2008,5,28
Mamm. Genome,18648874,2008,4,11,2008,6,18
Mamm. Genome,18636290,2008,4,18,2008,5,22
Mamm. Genome,18594913,2008,2,6,2008,5,17
Mamm. Genome,18594912,2008,4,21,2008,5,28
Mamm. Genome,18594911,2008,3,22,2008,5,27
Mamm. Genome,18592312,2008,5,2,2008,5,22
Mamm. Genome,18592311,2008,1,23,2008,5,23
Mamm. Genome,18563486,2008,1,30,2008,5,14
Mamm. Genome,18560940,2008,1,9,2008,5,8
Mamm. Genome,18548309,2008,3,11,2008,4,29
Mamm. Genome,18521666,2008,4,10,2008,5,1
Mamm. Genome,18509705,2008,2,12,2008,5,1
Mamm. Genome,18493822,2008,4,1,2008,4,25
Mamm. Genome,18473137,2008,1,11,2008,3,12
Mamm. Genome,18392655,2007,11,14,2008,2,21
Mamm. Genome,18392654,2008,1,3,2008,2,19
Mamm. Genome,18392653,2007,11,26,2008,3,6
Mamm. Genome,18379846,2007,12,19,2008,2,19
Mamm. Genome,18365275,2008,1,16,2008,2,17
Mamm. Genome,18357488,2007,11,29,2008,2,12
Mamm. Genome,18350334,2007,9,28,2008,2,11
Mamm. Genome,18343975,2007,11,20,2008,1,28
Mamm. Genome,18324438,2007,11,26,2008,1,4
Mamm. Genome,18301946,2008,1,14,2008,1,18
Mamm. Genome,18299925,2007,10,18,2008,1,2
Mamm. Genome,18288525,2007,8,6,2007,12,19
Mamm. Genome,18288524,2007,9,20,2008,1,14
Mamm. Genome,18286335,2007,8,28,2007,12,18
Mamm. Genome,18286334,2007,8,6,2007,12,19
Mamm. Genome,18219525,2007,6,25,2007,11,28
Mamm. Genome,18219524,2007,7,6,2007,12,3
Mamm. Genome,18214604,2007,10,8,2007,12,7
Mamm. Genome,18213483,2007,7,11,2007,11,23
Mamm. Genome,18213482,2007,10,9,2007,12,11
Mamm. Genome,18202837,2007,8,2,2007,11,23
Mamm. Genome,18188648,2007,8,28,2007,10,16
Mamm. Genome,18188647,2007,8,20,2007,10,5
Mamm. Genome,18188646,2007,8,6,2007,11,2
Mamm. Genome,18175179,2007,10,8,2007,11,26
Mamm. Genome,18167028,2007,3,23,2007,9,27
Mamm. Genome,18160996,2007,8,3,2007,11,2
Mamm. Genome,18097717,2007,8,28,2007,11,13
Mamm. Genome,18066620,2007,8,16,2007,10,16
Mamm. Genome,18064521,2007,8,4,2007,10,23
Mamm. Genome,18060458,2007,9,4,2007,10,14
Mamm. Genome,18060457,2007,7,10,2007,10,10
Mamm. Genome,18049838,2007,5,21,2007,9,21
Mamm. Genome,18049837,2007,8,31,2007,10,10
Mamm. Genome,18049836,2007,8,14,2007,10,16
Mamm. Genome,18027024,2007,5,11,2007,9,25
Mamm. Genome,18008102,2007,3,14,2007,9,25
Mamm. Genome,17990033,2007,8,21,2007,9,14
Mamm. Genome,17990032,2007,7,30,2007,9,10
Mamm. Genome,17952705,2007,6,28,2007,8,13
Mamm. Genome,17952504,2007,6,19,2007,8,14
Mamm. Genome,17934773,2007,3,28,2007,8,13
Mamm. Genome,17926094,2007,5,18,2007,7,30
Mamm. Genome,17924165,2007,2,23,2007,7,29
Mamm. Genome,17922164,2007,6,26,2007,8,21
Mamm. Genome,17909891,2007,3,14,2007,8,13
Mamm. Genome,17906895,2007,7,25,2007,8,3
Mamm. Genome,17906894,2007,5,17,2007,8,8
Mamm. Genome,17906893,2007,4,23,2007,8,13
Mamm. Genome,17899304,2007,1,28,2007,5,11
Mamm. Genome,17882484,2007,4,11,2007,7,27
Mamm. Genome,17876667,2007,4,6,2007,6,14
Mamm. Genome,17876666,2007,5,14,2007,7,11
Mamm. Genome,17874335,2007,4,11,2007,7,20
Mamm. Genome,17846832,2007,3,11,2007,7,10
Mamm. Genome,17828574,2006,10,4,2007,5,9
Mamm. Genome,17726633,2007,3,5,2007,6,1
Mamm. Genome,17710484,2007,3,15,2007,4,25
Mamm. Genome,17694346,2007,4,2,2007,6,1
Mamm. Genome,17687606,2007,5,15,2007,6,7
Mamm. Genome,17674099,2007,3,29,2007,5,29
Mamm. Genome,17674098,2007,5,3,2007,6,11
Mamm. Genome,17671812,2007,4,2,2007,5,8
Mamm. Genome,17668265,2007,3,20,2007,6,1
Mamm. Genome,17668264,2007,6,11,2007,6,11
Mamm. Genome,17653795,2007,2,28,2007,4,12
Mamm. Genome,17653794,2007,3,9,2007,5,15
Mamm. Genome,17653793,2007,3,5,2007,5,28
Mamm. Genome,17653590,2007,2,28,2007,5,23
Mamm. Genome,17653589,2007,3,23,2007,5,21
Mamm. Genome,17641813,2007,2,1,2007,4,25
Mamm. Genome,17629771,2007,2,16,2007,4,5
Mamm. Genome,17629745,2007,3,6,2007,4,24
Mamm. Genome,17629744,2007,3,19,2007,5,4
Mamm. Genome,17619104,2007,2,12,2007,4,17
Mamm. Genome,17610011,2007,1,25,2007,4,10
Mamm. Genome,17588189,2006,12,21,2007,4,3
Mamm. Genome,17566825,2007,3,6,2007,3,12
Mamm. Genome,17565425,2007,3,16,2007,4,13
Mamm. Genome,17557180,2006,12,4,2007,1,26
Mamm. Genome,17557179,2007,1,24,2007,3,9
Mamm. Genome,17557178,2006,11,22,2007,4,13
Mamm. Genome,17557177,2007,3,7,2007,4,13
Mamm. Genome,17557176,2006,11,30,2007,4,9
Mamm. Genome,17551792,2007,1,3,2007,4,3
Mamm. Genome,17551791,2007,2,12,2007,4,13
Mamm. Genome,17541685,2007,2,1,2007,3,12
Mamm. Genome,17520166,2006,12,26,2007,3,21
Mamm. Genome,17514510,2006,12,15,2007,3,2
Mamm. Genome,17514509,2007,1,24,2007,3,22
Mamm. Genome,17514348,2006,11,28,2007,3,2
Mamm. Genome,17514347,2007,2,1,2007,3,12
Mamm. Genome,17514346,2007,1,24,2007,3,1
Mamm. Genome,17492333,2006,12,6,2007,3,6
Mamm. Genome,17487534,2006,12,5,2007,3,5
Mamm. Genome,17486412,2006,12,27,2007,3,2
Mamm. Genome,17476555,2007,1,22,2007,1,29
