1845	0	0
1846	0	0
1847	0	0
1848	0	0
1849	0	0
1850	0	0
1851	0	0
1852	0	0
1853	0	0
1854	0	0
1855	0	0
1856	0	0
1857	0	0
1858	0	0
1859	0	0
1860	0	0
1861	0	0
1862	0	0
1863	0	0
1864	0	0
1865	0	0
1866	0	0
1867	0	0
1868	0	0
1869	0	0
1870	0	0
1871	0	0
1872	0	0
1873	0	0
1874	0	0
1875	0	0
1876	0	0
1877	0	0
1878	0	0
1879	0	0
1880	0	0
1881	3	0
1882	0	0
1883	0	0
1884	0	0
1885	0	0
1886	0	0
1887	0	0
1888	0	0
1889	0	0
1890	0	0
1891	1	0
1892	0	0
1893	0	0
1894	0	0
1895	0	0
1896	11	0
1897	14	0
1898	13	0
1899	14	0
1900	7	0
1901	7	0
1902	4	0
1903	2	0
1904	0	0
1905	20	0
1906	12	0
1907	30	0
1908	23	0
1909	40	0
1910	38	0
1911	70	0
1912	92	0
1913	103	0
1914	95	0
1915	113	0
1916	144	0
1917	118	0
1918	119	0
1919	199	1
1920	223	0
1921	214	0
1922	177	0
1923	179	0
1924	203	0
1925	220	0
1926	213	0
1927	247	1
1928	257	0
1929	233	0
1930	223	0
1931	221	0
1932	212	0
1933	212	0
1934	195	0
1935	226	0
1936	201	0
1937	187	0
1938	194	0
1939	196	0
1940	195	0
1941	185	0
1942	179	1
1943	150	0
1944	153	0
1945	186	0
1946	159	0
1947	156	0
1948	156	0
1949	279	0
1950	312	0
1951	262	0
1952	272	0
1953	364	0
1954	370	0
1955	422	1
1956	519	0
1957	559	0
1958	672	0
1959	1008	0
1960	1184	0
1961	1556	2
1962	2135	3
1963	2729	8
1964	2845	7
1965	3507	7
1966	5260	11
1967	5822	16
1968	6144	18
1969	7846	25
1970	9062	31
1971	9270	28
1972	10159	38
1973	10919	42
1974	12792	63
1975	100484	310
1976	109561	341
1977	107171	375
1978	111304	445
1979	120415	510
1980	129927	614
1981	129569	740
1982	136362	858
1983	168504	1214
1984	184602	1553
1985	192536	1848
1986	199307	2124
1987	209196	2527
1988	219044	3073
1989	279567	3826
1990	286650	4504
1991	289737	5322
1992	296721	6111
1993	302700	6894
1994	311864	8200
1995	322210	9343
1996	332649	11105
1997	341510	12282
1998	358254	13856
1999	370536	15904
2000	405623	18797
2001	423922	21020
2002	444605	23470
2003	472483	26325
2004	515975	30107
2005	575523	34609
2006	620721	38742
2007	658624	42590
2008	703257	46376
2009	742543	51882
2010	801308	58460
2011	870287	65554
2012	932757	71841
2013	982123	78607
2014	1028493	84121
