pmid	yearCreated	yearPublished	pmidRetraction	yearRetracted	retractionType
11714847	2001	2001	12380567	2002	RetractionIn
11714798	2001	2001	12538725	2003	RetractionIn
11714793	2001	2001	21289315	2011	RetractionIn
11711437	2001	2001	12269264	2002	RetractionIn
11708844	2001	2001	14703685	2003	RetractionIn
11708015	2001	2001	12008663	2002	RetractionIn
11701891	2001	2001	12416506	2002	RetractionIn
11700549	2001	2001	18322536	2008	RetractionIn
11696542	2002	2002	17939190	2007	PartialRetractionIn
11677603	2001	2001	12621439	2003	RetractionIn
11675329	2001	2001	19264926	2009	RetractionIn
11642338	2001	2001	12498326	2002	RetractionIn
11607027	2001	2001	16572178	2006	RetractionIn
11607026	2001	2001	12621440	2003	RetractionIn
11577230	2001	2001	12730577	2003	RetractionIn
11571675	2001	2001	12211159	2002	RetractionIn
11565755	2001	2001	14561890	2003	PartialRetractionIn
11564576	2001	2001	17457991	2007	RetractionIn
11558215	2001	2001	19004130	2008	RetractionIn
11546864	2001	2001	17185584	2006	RetractionIn
11543891	2001	2001	11600210	2001	RetractionIn
11536383	2001	2001	18814186	2008	RetractionIn
11535776	2001	2001	12119325	2002	RetractionIn
11535583	2001	2001	16498716	2005	RetractionIn
11533443	2001	2001	12416506	2002	RetractionIn
11527656	2001	2001	15793927	2005	RetractionIn
11521156	2001	2001	12416532	2002	RetractionIn
11518677	2001	2001	19797239	2009	RetractionIn
11509576	2001	2001	14712821	2004	RetractionIn
11506111	2001	2001	19218855	2009	RetractionIn
11490022	2001	2001	17056589	2006	RetractionIn
11489795	2001	2001	12231550	2002	RetractionIn
11474113	2001	2001	15653487	2005	RetractionIn
11461904	2001	2001	12243194	2002	RetractionIn
11447192	2001	2001	15784608	2005	RetractionIn
11447161	2001	2001	19767645	2009	RetractionIn
11444867	2001	2001	15540369	2004	RetractionIn
11439362	2001	2001	17136756	2007	RetractionIn
11435477	2001	2001	14517276	2003	RetractionIn
11433760	2001	2001	12380568	2002	RetractionIn
11430323	2001	2001	12482104	2002	RetractionIn
11418471	2001	2001	18056845	2007	PartialRetractionIn
11396861	2001	2001	18759949	2008	RetractionIn
11388449	2001	2001	21187641	2010	RetractionIn
11386380	2001	2001	12143939	2002	RetractionIn
11376558	2001	2001	12038295	2002	RetractionIn
11371116	2001	2001	19108035	2008	RetractionIn
11369364	2001	2001	12589982	2003	RetractionIn
11357854	2001	2001	19415890	2009	RetractionIn
11350463	2001	2001	21540659	2011	RetractionIn
11340679	2001	2001	19911394	2009	RetractionIn
11334691	2001	2001	12380559	2002	RetractionIn
11329338	2001	2001	12557900	2002	RetractionIn
11320386	2001	2001	17079770	2006	RetractionIn
11303094	2001	2001	16614196	2006	RetractionIn
11303093	2001	2001	12416506	2002	RetractionIn
11292876	2001	2001	11887789	2002	RetractionIn
11286195	2001	2001	11411464	2001	RetractionIn
11248046	2001	2001	20534577	2010	RetractionIn
11242074	2001	2001	12621441	2003	RetractionIn
11222596	2001	2001	12867482	2003	RetractionIn
11206594	2001	2000	11874225	2002	RetractionIn
11202499	2001	2000	11934009	2002	RetractionIn
11182366	2001	2001	12809932	2003	RetractionIn
11179289	2001	2001	21177932	2011	RetractionIn
11169971	2001	2001	12080958	2002	RetractionIn
10755190	2000	2000	19891639	2009	RetractionIn
11146662	2001	2000	12833069	2003	RetractionIn
11141566	2001	2001	12526115	2002	RetractionIn
11141555	2001	2001	12425322	2002	RetractionIn
11137385	2001	2001	11395282	2001	RetractionIn
11136976	2001	2000	19203587	2009	RetractionIn
11135621	2001	2001	11385516	2001	RetractionIn
11135609	2001	2001	11436224	2001	RetractionIn
11117735	2000	2000	12621442	2003	RetractionIn
11114493	2001	2000	12233711	2002	RetractionIn
11108151	2001	2000	14575318	2003	RetractionIn
11100731	2000	2000	19340080	2009	RetractionIn
11062124	2000	2000	12416506	2002	RetractionIn
11049912	2000	2000	19299812	2009	RetractionIn
11046336	2003	2000	12698960	2003	RetractionIn
11018061	2000	2000	12569089	2003	RetractionIn
11007230	2000	2000	20445528	2010	RetractionIn
11006278	2001	2000	14982051	2004	RetractionIn
10999902	2000	2000	14596229	2003	RetractionIn
10998614	2000	2000	14667944	2003	RetractionIn
10994059	2000	2000	11956557	2002	RetractionIn
10993934	2000	2000	11602797	2001	RetractionIn
10993888	2001	2000	21584978	2011	RetractionIn
10985251	2000	2000	16204650	2008	RetractionIn
10966782	2000	2000	20355276	2010	RetractionIn
10963589	2003	2000	12621443	2003	RetractionIn
10962043	2000	2000	17441225	2007	RetractionIn
10960144	2000	2000	11530779	2001	RetractionIn
10925314	2000	2000	12097423	2002	RetractionIn
10921877	2000	2000	12110603	2002	RetractionIn
10915623	2000	2000	12775818	2003	RetractionIn
10915617	2002	2000	12416506	2002	RetractionIn
10915159	2000	2000	11883493	2001	RetractionIn
10910852	2000	2000	19299812	2009	RetractionIn
10910269	2000	2000	16926605	2006	RetractionIn
10892746	2000	2000	12202042	2002	RetractionIn
10875912	2002	2000	12416506	2002	RetractionIn
10871211	2000	2000	12071259	2002	RetractionIn
10859202	2000	2000	15824288	2005	RetractionIn
10856744	2000	2000	11486751	2001	RetractionIn
10849424	2000	2000	14610755	2003	RetractionIn
10848550	2000	2000	17846256	2007	RetractionIn
10839591	2000	2000	15166523	2004	RetractionIn
10839528	2000	2000	16554801	2006	RetractionIn
10825206	2000	2000	19474393	2009	RetractionIn
10820203	2000	2000	11012314	2000	RetractionIn
10815922	2000	2000	12473613	2002	RetractionIn
10811848	2000	2000	20830824	2010	RetractionIn
10807577	2000	2000	10970226	2000	RetractionIn
10806476	2000	2000	16508674	2006	RetractionIn
10794503	2000	2000	12408177	2002	RetractionIn
10786832	2000	2000	16329169	2005	RetractionIn
10784445	2002	2000	12416506	2002	RetractionIn
10781579	2000	2000	17939191	2007	RetractionIn
10754111	2000	2000	11707783	2001	RetractionIn
10733203	2000	1999	18759949	2008	RetractionIn
10722567	2000	2000	21177931	2011	RetractionIn
10720165	2000	2000	10958843	2000	RetractionIn
10717780	2000	1999	15504385	2004	RetractionIn
10705099	2000	2000	16799408	2006	RetractionIn
10700237	2000	2000	12949529	2003	RetractionIn
10698946	2000	2000	12134869	2001	RetractionIn
10698743	2000	2000	17170272	2006	RetractionIn
10696980	2000	2000	11073015	2000	RetractionIn
10688189	2000	2000	12024219	2002	RetractionIn
10669410	2002	2000	12416506	2002	RetractionIn
10667788	2003	2000	12621444	2003	RetractionIn
10666572	2000	1999	20124703	2010	RetractionIn
10660827	2000	2000	11560169	2001	RetractionIn
10642299	2000	2000	12364364	2002	RetractionIn
10642298	2000	2000	12364364	2002	RetractionIn
10626898	2000	1999	19378495	2009	RetractionIn
10618412	2000	2000	11331781	2001	RetractionIn
10609942	2000	1999	18698255	2008	RetractionIn
10607850	2000		10979725	2000	RetractionIn
10590051	2000	1999	11873810	2001	RetractionIn
21077410	2010	1999	20567194	2010	RetractionIn
10570160	2000	1999	10836971	2000	RetractionIn
10559146	1999	1999	14715533	2004	RetractionIn
10548483	1999	1999	16222765	2005	RetractionIn
10536305	1999	1999	18492064	2008	RetractionIn
10531671	1999	1999	11838503	2001	RetractionIn
10518710	1999	1999	11682139	2001	RetractionIn
10514006	1999	1999	19382300	2009	RetractionIn
10500217	1999	1999	11758493	2001	RetractionIn
10490643	2000	1999	17135280	2006	PartialRetractionIn
10463949	1999	1999	21357251	2011	RetractionIn
10459577	1999	1999	18492063	2008	RetractionIn
10459014	1999	1999	15824138	2005	RetractionIn
10453744	1999	1999	10576992	1999	RetractionIn
10453151	1999	1999	11023382	1999	RetractionIn
10449788	1999	1999	19666547	2009	PartialRetractionIn
10440390	1999	1999	18698256	2008	RetractionIn
10439558	1999	1999	12025810	2000	RetractionIn
10411496	1999	1999	10877693	2000	RetractionIn
10410304	1999	1999	10671087	1999	RetractionIn
10393310	1999	1999	20124703	2010	RetractionIn
10390935	1999	1999	12025810	2000	RetractionIn
10382079	1999	1999	15504385	2004	RetractionIn
10375727	1999	1998	11439911	2000	RetractionIn
10375646	1999	1999	12591152	2003	RetractionIn
10357331	1999	1999	19299812	2009	RetractionIn
10340474	1999	1999	11911469	2002	RetractionIn
10335847	1999	1999	12610632	2003	RetractionIn
10318977	1999	1999	10836972	2000	RetractionIn
10231134	1999	1999	10400539	1999	RetractionIn
10197686	1999	1999	10735732	2000	RetractionIn
10195272	1999	1999	12025810	2000	RetractionIn
10195271	1999	1999	12025810	2000	RetractionIn
10095981	1999	1998	15504385	2004	RetractionIn
10095980	1999	1998	15504385	2004	RetractionIn
10095979	1999	1998	15504385	2004	RetractionIn
10095978	1999	1998	15504385	2004	RetractionIn
10095977	1999	1998	15504385	2004	RetractionIn
10077615	1999	1999	15696628	2005	RetractionIn
10066780	1999	1999	11905463	2001	RetractionIn
10066663	1999	1999	18391189	2008	RetractionIn
10047653	1999	1999	10766577	2000	RetractionIn
10026173	1999	1999	19960604	2009	RetractionIn
9987036	1999	1999	10383651	1999	RetractionIn
9931130	1999	1999	14718349	2004	RetractionIn
9888845	1999	1999	12004901	2002	RetractionIn
9879861	1999	1998	18759949	2008	RetractionIn
20486884	2010	1999	20486885	2003	RetractionIn
9822040	1998	1998	10454943	1999	RetractionIn
9810412	1998	1998	16897901	2005	RetractionIn
9807069	1998	1998	10438282	1999	RetractionIn
9801549	1998	1998	20590961	2010	RetractionIn
9780201	1998	1998	17056588	2006	RetractionIn
9770555	1998	1998	12110745	2002	RetractionIn
9767009	1998	1997	9767010	1998	RetractionIn
9744272	1998	1998	15152258	2004	RetractionIn
9736380	1998	1998	16018769	2005	RetractionIn
9729529	1998	1998	11185541	2000	RetractionIn
9710385	1998	1998	9856701	1998	RetractionIn
9703501	1998	1998	12805518	2003	RetractionIn
9692323	1998		14679960	2003	RetractionIn
9685252	1998	1998	10206907	1999	RetractionIn
9675613	1998	1998	19568922	2009	RetractionIn
9660756	1998	1998	10375303	1999	RetractionIn
9655725	1998	1998	10988082	2000	RetractionIn
9637246	1998	1998	12607554	2003	RetractionIn
9593639	1998	1998	10712076	1999	RetractionIn
9612105	1998		9696683	1998	RetractionIn
9603161	1998	1998	18360278	2008	RetractionIn
9601702	1998	1998	9705625	1998	RetractionIn
9475806	1998	1998	17589983	2007	RetractionIn
9578923	1998		19178811	2008	RetractionIn
9564108	1998	1998	16764630	2006	RetractionIn
9546637	1998	1998	11201952	2000	RetractionIn
9544783	1998	1998	19067750	2009	RetractionIn
9482945	1998	1998	16790551	2006	RetractionIn
9482944	1998	1998	15517657	2004	RetractionIn
9533776	1998	1998	10336342	1999	RetractionIn
9485373	1998	1998	17929839	2007	RetractionIn
9510328	1998	1998	10375260	1999	RetractionIn
9500320	1998	1998	20137807	2010	RetractionIn
9492007	1998	1998	19378493	2009	RetractionIn
9469192	1998	1998	9729132	1998	RetractionIn
9449732	1998	1998	9917215	1999	RetractionIn
9439634	1998	1998	16222764	2005	RetractionIn
9429186	1998		15368646	1997	RetractionIn
9426374	1998	1997	9660638	1998	RetractionIn
9421334	1998	1997	11885593	1999	RetractionIn
9414164	1998		9845078	1998	RetractionIn
9390688	1997	1997	10576912	1999	RetractionIn
9371493	1997	1997	10366278	1999	RetractionIn
9368808	1997	1997	9696633	1998	RetractionIn
9354333	1997	1997	9615991	1998	RetractionIn
9314560	1997	1997	19364884	2009	RetractionIn
9312044	1997	1997	10400497	1999	RetractionIn
9300696	1997	1997	10991640	1999	RetractionIn
9294183	1997	1997	12465610	1998	RetractionIn
9287224	1997	1997	9508700	1998	RetractionIn
9288788	1997	1997	12852405	2003	RetractionIn
9278265	1997	1997	11201952	2000	RetractionIn
9201967	1997	1997	10094517	1999	RetractionIn
9199447	1997	1997	14506794	1998	RetractionIn
9163418	1997	1997	11734844	2001	RetractionIn
9160663	1997	1997	16754774	2006	RetractionIn
9103197	1997	1997	9229764	1997	RetractionIn
9155037	1997	1997	10400498	1999	RetractionIn
9134381	1997	1997	15860048	2005	RetractionIn
9130629	1997	1997	9925444	1998	RetractionIn
9113601	1997	1997	16832233	2006	RetractionIn
9097935	1997	1997	9634359	1998	RetractionIn
9096355	1997	1997	17179216	2006	PartialRetractionIn
9066475	1997	1997	9490125	1998	RetractionIn
9057630	1997	1997	9376566	1997	RetractionIn
9020084	1997	1997	15961651	2005	RetractionIn
9179620	1997	1997	19575288	2009	RetractionIn
9098916	1997	1997	10075549	1998	RetractionIn
9032197	1997	1997	10988083	2000	RetractionIn
9005322	1997	1997	10366318	1999	RetractionIn
9328234	1997	1997	10681222	2000	RetractionIn
8993251	1997	1997	9230038	1997	RetractionIn
8989457	1997	1996	10722401	2000	RetractionIn
8980233	1997	1996	9867425	1998	RetractionIn
8939868	1997	1996	10438297	1999	RetractionIn
8943059	1997	1996	9411448	1997	RetractionIn
8910608	1997	1996	20954303	2010	RetractionIn
8909298	1996	1996	9546808	1997	RetractionIn
8885844	1996	1996	9546810	1997	RetractionIn
8863847	1996	1996	9499167	1998	RetractionIn
8808628	1996	1996	9340197	1997	RetractionIn
8790436	1996	1996	10328728	1999	RetractionIn
8700981	1996	1996	9105392	1997	RetractionIn
8759671	1996	1996	9517679	1998	RetractionIn
8759101	1996	1996	9687227	1998	RetractionIn
8662527	1996	1996	10383305	1999	RetractionIn
8692921	1996	1996	9556431	1997	RetractionIn
8674042	1996	1996	10366278	1999	RetractionIn
8633243	1996	1996	9254413	1997	RetractionIn
8811338	1997	1996	10068298	1998	RetractionIn
8662462	2001	1996	11398818	2001	RetractionIn
8639531	1996	1996	9546809	1997	RetractionIn
8610863	1996	1996	19299812	2009	RetractionIn
8614463	1996	1996	9363899	1997	RetractionIn
8630409	1996	1996	11012249	1999	RetractionIn
8868234	1996	1996	9643967	1998	RetractionIn
8793576	1996	1996	19419781	2010	RetractionIn
8627713	1996	1996	9766975	1998	RetractionIn
8607588	1996	1996	8985082	1997	RetractionIn
8626756	1996	1996	10419350	1999	RetractionIn
8568273	1996	1996	10991641	1999	RetractionIn
8929896	1997	1996	9280753	1997	RetractionIn
8647493	1996	1996	9867474	1998	RetractionIn
8934696	1996	1996	8999116	1996	RetractionIn
8655018	1996	1996	9867474	1998	RetractionIn
7500753	1996	1995	9660680	1998	RetractionIn
8557825	1996	1995	9026503	1997	RetractionIn
7574222	1995	1995	14568863	2003	RetractionIn
7491120	1996	1995	17171811	2006	RetractionIn
7570019	1995	1995	9340748	1997	RetractionIn
7566165	1995	1995	9687260	1998	RetractionIn
7475576	1995	1995	8691968	1996	RetractionIn
7559549	1995	1995	10215452	1999	RetractionIn
7595697	1995	1995	11387377	2001	RetractionIn
7545471	1995	1995	8704228	1996	RetractionIn
7651416	1995	1995	9333713	1996	RetractionIn
7640099	1995	1995	10627117	1999	RetractionIn
7541111	1995	1995	11439953	2001	RetractionIn
7636550	1995	1995	20827817	2010	RetractionIn
7543632	1995	1995	9606113	1998	RetractionIn
7788870	1995	1995	14715534	2004	RetractionIn
7595293	1995	1995	8522924	1995	RetractionIn
7789530	1995	1995	9556373	1998	RetractionIn
8522241	1996	1995	9867474	1998	RetractionIn
7760839	1995	1995	9380040	1997	RetractionIn
7538698	1995	1995	9297234	1997	RetractionIn
7626146	1995	1995	7626084	1995	RetractionIn
7728076	1995	1995	7663236	1995	RetractionIn
7607682	1995	1995	9064279	1996	RetractionIn
8529935	1996	1995	10026024	1998	RetractionIn
7898846	1995	1995	7566837	1995	RetractionIn
7718247	1995	1995	9652915	1998	RetractionIn
7699537	1995	1995	7636677	1995	RetractionIn
7708759	1995	1995	9122270	1997	RetractionIn
7708684	1995	1995	9786782	1998	RetractionIn
7702575	1995	1995	9841640	1998	RetractionIn
7892201	1995	1995	9340650	1996	RetractionIn
8591811	1996		9867463	1997	RetractionIn
7706332	1995	1995	9378749	1997	RetractionIn
7627633	1995	1995	9410477	1997	RetractionIn
7530764	1995	1995	9244806	1997	RetractionIn
9372131	1997	1995	9410582	1996	RetractionIn
7526152	1994	1994	8622673	1996	RetractionIn
7955120	1994	1994	7767995	1995	RetractionIn
7957043	1994	1994	10400497	1999	RetractionIn
7925305	1994	1994	9280722	1997	RetractionIn
7923908	1994	1994	9657917	1998	RetractionIn
7521696	1994	1994	11012249	1999	RetractionIn
8047164	1994	1994	8524415	1995	RetractionIn
7947511	1994	1994	9063864	1995	RetractionIn
7947503	1994	1994	9063864	1995	RetractionIn
8043275	1994	1994	9687165	1998	RetractionIn
8021227	1994	1994	9147965	1997	RetractionIn
7928848	1994	1994	16020449	2005	RetractionIn
7911078	1994	1994	9657917	1998	RetractionIn
7517181	1994	1994	9063864	1995	RetractionIn
7517180	1994	1994	9063864	1995	RetractionIn
8197188	1994	1994	12465612	1998	RetractionIn
8171334	1994	1994	9340748	1997	RetractionIn
8207722	1994	1994	9303950	1997	RetractionIn
8179311	1994	1994	7771803	1995	RetractionIn
8142647	1994	1994	11012249	1999	RetractionIn
7914452	1994	1994	7550304	1995	RetractionIn
7511208	1994	1994	7799969	1995	RetractionIn
8152926	1994	1994	7800511	1994	RetractionIn
8134396	1994	1994	9786782	1998	RetractionIn
7941560	1994	1994	9669965	1998	RetractionIn
7510271	1994	1994	8045705	1994	RetractionIn
8300222	1994	1994	7642321	1995	RetractionIn
7975636	1994	1994	9669965	1998	RetractionIn
7905117	1994	1994	8643009	1996	RetractionIn
8007827	1994	1994	9678986	1998	RetractionIn
7986312	1995	1994	7673861	1995	RetractionIn
7880620	1995	1994	9840962	1998	RetractionIn
7504695	1994	1993	14561712	2003	RetractionIn
11542874	1997	1993	11712587	2000	RetractionIn
8376821	1993	1993	7594697	1995	RetractionIn
8219868	1993	1993	20463268	2010	RetractionIn
8393056	1993	1993	9634358	1998	RetractionIn
8339817	1993	1993	8557149	1996	RetractionIn
7687746	1993	1993	8065370	1994	RetractionIn
8335904	1993	1993	9044900	1997	RetractionIn
8386388	1993	1993	8693077	1996	RetractionIn
8096625	1993	1993	8614472	1996	RetractionIn
8249398	1994	1993	9669965	1998	RetractionIn
7680491	1993	1993	8160005	1994	RetractionIn
8435649	1993	1993	9652920	1998	RetractionIn
8418058	1993	1993	8168987	1994	RetractionIn
8344721	1993	1993	10702025	2000	RetractionIn
8249383	1994		9669965	1998	RetractionIn
8249380	1994		9669965	1998	RetractionIn
8213314	1993	1993	8017228	1994	RetractionIn
1281519	1993		8152468	1994	RetractionIn
1366018	1993	1992	7880842	1995	RetractionIn
1474590	1993	1992	7666428	1995	RetractionIn
1493543	1993	1992	8369970	1993	RetractionIn
1455228	1993	1992	10383305	1999	RetractionIn
1421375	1992	1992	11012249	1999	RetractionIn
1400454	1992	1992	8354669	1993	RetractionIn
1397285	1992	1992	8143840	1994	RetractionIn
1343090	1993	1992	8289074	1993	RetractionIn
1341533	1994	1992	11440025	2001	RetractionIn
1518830	1992	1992	9019781	1997	RetractionIn
1518423	1992	1992	16208844	2005	RetractionIn
1381241	1992	1992	11012249	1999	RetractionIn
1339389	1992	1992	7896284	1994	RetractionIn
1324627	1992	1992	1471778	1992	RetractionIn
1569576	1992	1992	9190378	1997	RetractionIn
1588795	1992	1992	8207972	1994	RetractionIn
1551544	1992	1992	8039642	1994	RetractionIn
1536949	1992	1992	11012249	1999	RetractionIn
1310062	1992	1992	11012249	1999	RetractionIn
1727479	1992	1992	8411398	1993	RetractionIn
1603334	1992	1992	8008220	1994	RetractionIn
1490124	1993	1992	9750055	1997	RetractionIn
1468483	1993	1992	8508892	1993	RetractionIn
1463587	1993	1992	8373552	1993	RetractionIn
1348070	1992	1992	19353753	2009	RetractionIn
1302352	1993	1992	9480457	1997	RetractionIn
1793460	1992	1991	1538775	1992	RetractionIn
1660466	1992	1991	1478933	1992	RetractionIn
1935905	1991	1991	1396574	1992	RetractionIn
1752960	1992	1991	16695966	1993	RetractionIn
1939140	1991	1991	8354669	1993	RetractionIn
1824564	1992		1527778	1992	RetractionIn
1779199	1992	1991	1560215	1992	RetractionIn
1655662	1991	1991	1563839	1992	RetractionIn
1912585	1991	1991	11012249	1999	RetractionIn
1655255	1991	1991	1617655	1992	RetractionIn
1742073	1992	1991	1457188	1992	RetractionIn
1654331	1991	1991	1460058	1992	RetractionIn
1876370	1991	1991	1923217	1991	RetractionIn
1678482	1991	1991	1349988	1992	RetractionIn
1912750	1991	1991	11487416	2001	RetractionIn
2037350	1991	1991	8406848	1993	RetractionIn
2033668	1991	1991	1895410	1991	RetractionIn
1669382	1994	1991	11440025	2001	RetractionIn
1648830	1991	1991	8540114	1995	RetractionIn
1709882	1991	1991	9687233	1998	RetractionIn
2004418	1991	1991	1591774	1992	RetractionIn
1848710	1991	1991	8234308	1993	RetractionIn
2009973	1991	1991	9687235	1998	RetractionIn
2005877	1991	1991	8371721	1993	RetractionIn
1998509	1991	1991	9230040	1997	RetractionIn
1676522	1991	1991	8920253	1996	RetractionIn
1996082	1991	1991	17213995	2007	RetractionIn
2040823	1991	1991	1960483	1991	RetractionIn
2040822	1991	1991	1960483	1991	RetractionIn
1821625	1991	1991	1628701	1992	RetractionIn
2124237	1991	1990	1541834	1992	RetractionIn
1977932	1990	1990	1861290	1991	RetractionIn
2176153	1991	1990	8013471	1994	RetractionIn
2174558	1991	1990	10798958	2000	RetractionIn
2101137	1991	1990	1291765	1992	RetractionIn
1979954	1991	1990	11284436	2001	RetractionIn
1707631	1991	1990	1930642	1991	RetractionIn
1701215	1991	1990	8371720	1993	RetractionIn
2253615	1991	1990	1915353	1991	RetractionIn
2178033	1991	1990	9247058	1997	RetractionIn
2214028	1990	1990	1942261	1991	RetractionIn
1975894	1990	1990	1354831	1992	RetractionIn
2258211	1991	1990	8354538	1993	RetractionIn
2145649	1990	1990	1801275	1991	RetractionIn
2226778	1990	1990	9687235	1998	RetractionIn
2265954	1991	1990	8169062	1993	RetractionIn
2202594	1990	1990	1547782	1992	RetractionIn
1967127	1990	1990	8113963	1994	RetractionIn
1696395	1990	1990	2024115	1991	RetractionIn
2143016	1990	1990	2235528	1990	RetractionIn
2140957	1990	1990	1516129	1992	RetractionIn
2161500	1990	1990	1448156	1992	RetractionIn
2163836	1990	1990	8444162	1993	RetractionIn
2351298	1990	1990	11284436	2001	RetractionIn
2329615	1990	1990	1512856	1992	RetractionIn
2335239	1990	1990	9687234	1998	RetractionIn
2326635	1990	1990	2218505	1990	RetractionIn
2242108	1990	1990	2216617	1990	RetractionIn
2135381	1990	1990	1565437	1992	RetractionIn
2137012	1990	1990	8286407	1994	RetractionIn
2303032	1990	1990	1915308	1991	RetractionIn
1689484	1990	1990	1876607	1991	RetractionIn
2105793	1990	1990	7627038	1995	RetractionIn
2287751	1991	1990	9625650	1997	RetractionIn
2190194	1990	1990	2201959	1990	RetractionIn
2089274	1991	1990	8008220	1994	RetractionIn
1967819	1990	1990	8371721	1993	RetractionIn
2689396	1990	1989	7790283	1995	RetractionIn
2555431	1990	1989	2201746	1990	RetractionIn
2555243	1990	1989	1936614	1991	RetractionIn
2681489	1989	1989	1856602	1991	RetractionIn
2684782	1990	1989	2227448	1990	RetractionIn
2478292	1989	1989	1988145	1991	RetractionIn
2802218	1989	1989	8239002	1993	RetractionIn
2769271	1989	1989	8289058	1993	RetractionIn
2684636	1990	1989	2203648	1990	RetractionIn
2682635	1989	1989	2204924	1990	RetractionIn
2479012	1989	1989	1502206	1992	RetractionIn
2788173	1989	1989	14561712	2003	RetractionIn
2544648	1989	1989	2108217	1990	RetractionIn
2665742	1989	1989	1953717	1991	RetractionIn
2664779	1989	1989	2406725	1990	RetractionIn
2566780	1989	1989	2574815	1989	RetractionIn
2474759	1989	1989	8927055	1996	RetractionIn
2714889	1989	1989	10336343	1999	RetractionIn
2502220	1989	1989	2504378	1989	RetractionIn
2657710	1989	1989	2267234	1990	RetractionIn
2520534	1989	1989	2134884	1990	RetractionIn
2467922	1989	1989	14561712	2003	RetractionIn
2563804	1989	1989	2574815	1989	RetractionIn
2683385	1989	1989	11256354	2000	RetractionIn
2737192	1989	1989	2292250	1990	RetractionIn
2553601	1989	1989	10498826	1999	RetractionIn
2536048	1989	1989	1737860	1992	RetractionIn
3058479	1989	1988	2180696	1990	RetractionIn
3263937	1989	1988	1916769	1991	RetractionIn
3247743	1989	1988	9669965	1998	RetractionIn
3047873	1988	1988	2643156	1989	RetractionIn
3246358	1989	1988	10905876	1999	RetractionIn
3073307	1989		2255298	1990	RetractionIn
2460496	1988	1988	2663915	1989	RetractionIn
2452833	1988	1988	14561712	2003	RetractionIn
2832066	1988	1988	2199061	1990	RetractionIn
3340220	1988	1988	9053766	1997	RetractionIn
3068477	1989	1988	3073294	1988	RetractionIn
3066912	1989	1988	2695651	1989	RetractionIn
3043903	1988	1988	9669965	1998	RetractionIn
3321064	1988	1987	2672002	1989	RetractionIn
2441265	1987		1461278	1992	RetractionIn
3622601	1987	1987	8223883	1993	RetractionIn
3554260	1987	1987	2181455	1990	RetractionIn
3473468	1987	1987	8016147	1994	RetractionIn
2437580	1987	1987	8234308	1993	RetractionIn
3822131	1987	1987	8927237	1996	RetractionIn
3554186	1987	1987	3050911	1988	RetractionIn
2433688	1987	1987	3309945	1987	RetractionIn
3819650	1987	1987	1364942	1990	RetractionIn
3481042	1988	1987	9717532	1998	RetractionIn
3320672	1988	1987	3073294	1988	RetractionIn
3526270	1986	1986	3313259	1987	RetractionIn
3524257	1986	1986	2645791	1989	RetractionIn
3519831	1986	1986	3553413	1987	RetractionIn
3458173	1986	1986	8234308	1993	RetractionIn
3084104	1986	1986	2032282	1991	RetractionIn
2935936	1986	1986	3535071	1986	RetractionIn
2936315	1986	1986	2665689	1989	RetractionIn
3511090	1986	1986	2656759	1989	RetractionIn
2416588	1986	1985	2189745	1990	RetractionIn
2997609	1985	1985	1944427	1991	RetractionIn
4092997	1986	1985	9867474	1998	RetractionIn
3160783	1985	1985	3309051	1987	RetractionIn
3887416	1985	1985	3303034	1987	RetractionIn
3886293	1985	1985	3545676	1987	RetractionIn
3157734	1985	1985	3905919	1985	RetractionIn
3883412	1985	1985	3330619	1986	RetractionIn
3881789	1985	1985	3330619	1986	RetractionIn
3155760	1985	1985	3905919	1985	RetractionIn
2579626	1985	1985	2679503	1989	RetractionIn
6392156	1985		3514538	1986	RetractionIn
6385104	1984	1984	3330619	1986	RetractionIn
6149691	1984	1984	3524269	1986	RetractionIn
6594315	1985	1984	2054096	1991	RetractionIn
6382990	1984	1984	3513502	1986	RetractionIn
6379743	1984	1984	3330619	1986	RetractionIn
6380255	1984	1984	3513502	1986	RetractionIn
6371098	1984	1984	3549839	1987	RetractionIn
6385175	1984		3912878	1985	RetractionIn
6231383	1984	1984	7932905	1994	RetractionIn
6365971	1984	1984	3914487	1985	RetractionIn
6375866	1984	1984	3105885	1987	RetractionIn
6361100	1984	1984	3549839	1987	RetractionIn
6417790	1984	1983	2655085	1989	RetractionIn
6416748	1984	1983	3545676	1987	RetractionIn
6363100	1984	1983	3886405	1985	RetractionIn
10317408	1984		10299629	1984	RetractionIn
6351603	1983	1983	6393757	1984	RetractionIn
6349935	1983	1983	3545676	1987	RetractionIn
6192441	1983	1983	6371812	1984	RetractionIn
6405790	1983	1983	9101733	1997	RetractionIn
6341859	1983		6400697	1983	RetractionIn
6345451	1983		3514538	1986	RetractionIn
6338856	1983	1983	3289525	1988	RetractionIn
6337398	1983	1983	6340200	1983	RetractionIn
6401372	1983	1983	3513502	1986	RetractionIn
6753612	1982	1982	2653058	1989	RetractionIn
6182304	1982	1982	7932905	1994	RetractionIn
6810463	1982	1982	2655085	1989	RetractionIn
7037714	1982	1982	3902780	1985	RetractionIn
6897379	1983		6101121	1984	RetractionIn
6152872	1988	1982	3329345	1987	RetractionIn
7031671	1982	1981	6765471	1982	RetractionIn
7031659	1982	1981	3887413	1985	RetractionIn
7337715	1982	1981	16267883	2005	RetractionIn
7282552	1981	1981	7124650	1982	RetractionIn
