pmid	yearPublished	monthPublished	pmidRetraction	yearRetracted	monthRetracted	retractionType
6270222	1981	Oct	6384395	1984	Oct	RetractionIn
6337398	1983	Feb	6340200	1983	Apr	RetractionIn
6341859			6400697			RetractionIn
6345451			3514538	1986	Feb	RetractionIn
6349935	1983	Sep	3545676	1987	Mar	RetractionIn
6351603	1983	Sep	6393757	1984	Nov	RetractionIn
6361100	1984	Jan	3549839	1987	Apr	RetractionIn
6363100	1983	Dec	3886405	1985	Apr	RetractionIn
6365971	1984	Feb	3914487	1985	May	RetractionIn
6371098	1984	Jun	3549839	1987	Apr	RetractionIn
6375866	1984		3105885	1987		RetractionIn
6379743	1984	Sep	3330619	1986	Jan	RetractionIn
6380255	1984	Aug	3513502	1986	Mar	RetractionIn
6382990	1984	Sep	3513502	1986	Mar	RetractionIn
6385104	1984	Nov	3330619	1986	Jan	RetractionIn
6385175			3912878			RetractionIn
6392156			3514538	1986	Feb	RetractionIn
6401372	1983	Jan	3513502	1986	Mar	RetractionIn
6405790	1983	Jun	9101733	1997	Mar	RetractionIn
6416748	1983	Dec	3545676	1987	Mar	RetractionIn
6417790	1983	Dec	2655085	1989	May	RetractionIn
6444674	1980	Mar	7932905	1994	Oct	RetractionIn
6594315	1984	Sep	2054096	1991	Mar	RetractionIn
6765635	1981		3079527	1988		RetractionIn
6782124	1981	Mar	6400360	1984	Apr	RetractionIn
6810463	1982	Sep	2655085	1989	May	RetractionIn
6897379			6101121	1984	Jun	RetractionIn
6985768	1980	Jan	6765470	1980	Aug	RetractionIn
6986303	1980	Feb	7002681	1980	Aug	RetractionIn
6987255	1980	Mar	6106651	1980	Nov	RetractionIn
6992676	1980	Jun	6349461	1983	Aug	RetractionIn
6998271	1980	Oct	6400477	1983	Jul	RetractionIn
6998272	1980	Oct	6400542	1983	Jul	RetractionIn
6999032	1980	Oct	6400360	1984	Apr	RetractionIn
7002363	1981	Jan	6751590	1982	Nov	RetractionIn
7003386	1981	Jan	6341848	1983	Jun	RetractionIn
7007439	1981	Feb	3914486	1985	May	RetractionIn
7019244	1981	Jul	6765636	1982	Oct	RetractionIn
7023740	1981	Oct	6357534	1983	Dec	RetractionIn
7031659	1981	Nov	3887413	1985	May	RetractionIn
7031671	1981	Nov	6765471	1982	Oct	RetractionIn
7037714	1982	Feb	3902780	1985	Oct	RetractionIn
7212082	1981	Mar	6101122	1983	Mar	RetractionIn
7282552	1981	Oct	7124650	1982	Oct	RetractionIn
7337715	1981	Oct	16267883	2005	Aug	RetractionIn
7406867	1980	Apr	16047404	2005	Aug	RetractionIn
7435390	1980	Nov	7124650	1982	Oct	RetractionIn
7475576	1995	Oct	8691968	1996	Jul	RetractionIn
7491120	1995	Nov	17171811	2006	Dec	RetractionIn
7500753	1995	Dec	9660680	1998	May	RetractionIn
7504695	1993	Dec	14561712	2003	Oct	RetractionIn
7510271	1994	Mar	8045705	1994	Jul	RetractionIn
7511208	1994	Apr	7799969	1995	Jan	RetractionIn
7517180	1994	Jun	9063864	1995	Nov	RetractionIn
7517181	1994	Jun	9063864	1995	Nov	RetractionIn
7521696	1994	Sep	11012249	1999	May	RetractionIn
7526152	1994	Dec	8622673	1996	Mar	RetractionIn
7530764	1995	Feb	9244806	1997	Jul	RetractionIn
7538698	1995	May	9297234	1997	Aug	RetractionIn
7541111	1995	Aug	11439953	2001	Jul	RetractionIn
7543632	1995	Aug	9606113	1998	Feb	RetractionIn
7545471	1995	Oct	8704228	1996	Aug	RetractionIn
7559549	1995	Oct	10215452	1999	Jan	RetractionIn
7566165	1995	Oct	9687260	1998	Jul	RetractionIn
7570019	1995	Oct	9340748	1997	Oct	RetractionIn
7574222	1995	Nov	14568863	2003	Oct	RetractionIn
7595293	1995	Jul	8522924	1995	Nov	RetractionIn
7595697	1995	Oct	11387377	2001	Jun	RetractionIn
7607682	1995	Apr	9064279	1996	Nov	RetractionIn
7626146	1995	May	7626084	1995	Jul	RetractionIn
7636550	1995	Aug	20827817	2010	Sep	RetractionIn
7640099	1995	Sep	10627117	1999	Nov	RetractionIn
7651416	1995	Sep	9333713	1996	Dec	RetractionIn
7680491	1993	Feb	8160005	1994	Apr	RetractionIn
7687746	1993	Aug	8065370	1994	Sep	RetractionIn
7699537	1995	Apr	7636677	1995	Aug	RetractionIn
7708684	1995	Mar	9786782	1998	Sep	RetractionIn
7708759	1995	Mar	9122270	1997	Mar	RetractionIn
7718247	1995	Apr	9652915	1998	May	RetractionIn
7728076	1995	Apr	7663236	1995	Aug	RetractionIn
7760839	1995	Jun	9380040	1997	Nov	RetractionIn
778343	1976	Jun	400955	1977	Jun	RetractionIn
7788870	1995	Jul	14715534	2004	Jan	RetractionIn
7789530	1995	Jun	9556373	1998	Mar	RetractionIn
785270	1976	Jul	400964	1977	Feb	RetractionIn
7880620	1994		9840962	1998	May	RetractionIn
7892201	1995	Mar	9340650	1996	Dec	RetractionIn
7898846	1995	Apr	7566837	1995	Nov	RetractionIn
7905117	1994	Jan	8643009	1996	Jun	RetractionIn
7911078	1994	Jun	9657917	1998	Jun	RetractionIn
7914452	1994	Apr	7550304	1995	Sep	RetractionIn
7923908	1994	Oct	9657917	1998	Jun	RetractionIn
7925305	1994	Oct	9280722	1997	Jul	RetractionIn
7928848	1994	Jun	16020449	2005	Aug	RetractionIn
7941560	1994	Mar	9669965	1998		RetractionIn
7947503	1994	Aug	9063864	1995	Nov	RetractionIn
7947511	1994	Aug	9063864	1995	Nov	RetractionIn
7955120	1994	Nov	7767995	1995	May	RetractionIn
7957043	1994	Oct	10400497	1999	May	RetractionIn
7975636	1994	Feb	9669965	1998		RetractionIn
7986312	1994		7673861	1995	Sep	RetractionIn
8007827	1994		9678986	1998		RetractionIn
8021227	1994	Jul	9147965	1997	Apr	RetractionIn
8043275	1994	Jul	9687165	1998	Jun	RetractionIn
8047164	1994	Aug	8524415			RetractionIn
8096625	1993	Apr	8614472	1996	Apr	RetractionIn
8134396	1994	Mar	9786782	1998	Sep	RetractionIn
8142647	1994	Apr	11012249	1999	May	RetractionIn
8152926	1994	Mar	7800511	1994	Nov	RetractionIn
8171334	1994	May	9340748	1997	Oct	RetractionIn
8179311	1994	May	7771803	1995	May	RetractionIn
8197188	1994	May	12465612	1998	Aug	RetractionIn
8207722	1994	May	9303950	1997	Jul	RetractionIn
8213314	1993		8017228	1994		RetractionIn
8219868	1993	Oct	20463268	2010	May	RetractionIn
8249380			9669965	1998		RetractionIn
8249383			9669965	1998		RetractionIn
8249398	1993	Mar	9669965	1998		RetractionIn
8300222	1994	Feb	7642321	1995	Sep	RetractionIn
8335904	1993	Jul	9044900	1997	Feb	RetractionIn
8339817	1993	Aug	8557149	1996	Jan	RetractionIn
8344721	1993		10702025	2000	Jan	RetractionIn
8376821	1993	Oct	7594697	1995	Nov	RetractionIn
8386388	1993	Apr	8693077	1996	Aug	RetractionIn
8393056	1993	Aug	9634358	1998	Jun	RetractionIn
8418058	1993	Jan	8168987	1994	May	RetractionIn
8435649	1993	Jan	9652920	1998	Jun	RetractionIn
8522241	1995	Jun	9867474	1998	Jul	RetractionIn
8529935	1995	Apr	10026024	1998	Sep	RetractionIn
8557825	1995	Dec	9026503	1997	Jan	RetractionIn
8568273	1996	Feb	10991641	1999	Nov	RetractionIn
8591811			9867463			RetractionIn
8607588	1996	Mar	8985082	1997	Jan	RetractionIn
8610863	1996	May	19299812	2009	Apr	RetractionIn
8614463	1996	Apr	9363899	1997	Nov	RetractionIn
8626756	1996	Feb	10419350	1999	Jan	RetractionIn
8627713	1996	Mar	9766975	1998	Oct	RetractionIn
8630409	1996	Mar	11012249	1999	May	RetractionIn
8633243	1996	Jun	9254413	1997	Jul	RetractionIn
8639531	1996	May	9546809	1997	Nov	RetractionIn
8647493	1996	Feb	9867474	1998	Jul	RetractionIn
8655018	1996	Jan	9867474	1998	Jul	RetractionIn
8662462	1996	May	11398818	2001	Jun	RetractionIn
8662527	1996	Jul	10383305	1999	May	RetractionIn
8674042	1996	Jul	10366278	1999	Apr	RetractionIn
8692921	1996	Jul	9556431	1997	Dec	RetractionIn
8700981	1996	Sep	9105392	1997	Apr	RetractionIn
8759101	1996	Aug	9687227	1998	Jul	RetractionIn
8759671	1996	Aug	9517679	1998	Mar	RetractionIn
8790436	1996	Sep	10328728	1999	Feb	RetractionIn
8793576	1996	Mar	19419781	2010	Dec	RetractionIn
8808628	1996	Sep	9340197	1997	Sep	RetractionIn
8811338	1996	Jun	10068298	1998	Nov	RetractionIn
8863847	1996	Oct	9499167	1998	Feb	RetractionIn
8868234	1996	Mar	9643967	1998	Mar	RetractionIn
8885844	1996	Oct	9546810	1997	Nov	RetractionIn
8909298	1996	Nov	9546808	1997	Nov	RetractionIn
8910608	1996	Nov	20954303	2010	Oct	RetractionIn
8929896	1996	Feb	9280753	1997	May	RetractionIn
8934696	1996	Jan	8999116	1996	Nov	RetractionIn
8939868	1996	Dec	10438297	1999	Jul	RetractionIn
8943059	1996	Nov	9411448	1997	Nov	RetractionIn
8980233	1996	Dec	9867425	1998	Nov	RetractionIn
8989457	1996	Dec	10722401	2000	Jan	RetractionIn
8993251	1997	Jan	9230038	1997	Jun	RetractionIn
9005322	1997	Jan	10366318	1999	Jun	RetractionIn
9020084	1997	Feb	15961651	2005	Jun	RetractionIn
9032197	1997	Feb	10988083	2000	Sep	RetractionIn
9057630	1997	Mar	9376566	1997	Oct	RetractionIn
9066475	1997	Mar	9490125	1998	Jan	RetractionIn
9096355	1997	Apr	17179216	2006	Dec	PartialRetractionIn
9097935	1997	Apr	9634359	1998	May	RetractionIn
9103197	1997	Apr	9229764	1997	Jul	RetractionIn
9113601	1997	Apr	16832233	2006	Jul	RetractionIn
9130629	1997	Apr	9925444	1998	Oct	RetractionIn
9134381	1997	Apr	15860048	2005	May	RetractionIn
9155037	1997	Apr	10400498	1999	May	RetractionIn
9160663	1997	May	16754774	2006	Jun	RetractionIn
9163418	1997	May	11734844	2001	Nov	RetractionIn
9179620	1997	Feb	19575288	2009	Aug	RetractionIn
9199447	1997	Jul	14506794	1998	Sep	RetractionIn
9201967	1997	Jul	10094517	1999	Mar	RetractionIn
9278265	1997	Aug	11201952	2000	Aug	RetractionIn
9287224	1997	Sep	9508700	1998	Feb	RetractionIn
9288788	1997	Sep	12852405	2003	Jul	RetractionIn
9294183	1997	Sep	12465610	1998	Aug	RetractionIn
9300696	1997	Sep	10991640	1999	Nov	RetractionIn
9312044	1997	Oct	10400497	1999	May	RetractionIn
9328234	1997		10681222	2000		RetractionIn
9354333	1997	Oct	9615991	1998	Apr	RetractionIn
9368808	1997	Nov	9696633	1998	May	RetractionIn
9371493	1997	Nov	10366278	1999	Apr	RetractionIn
9372131	1995		9410582	1996	Dec	RetractionIn
9390688	1997	Nov	10576912	1999	Oct	RetractionIn
9414164			9845078	1998	Nov	RetractionIn
9421334	1997	Nov	11885593	1999	Feb	RetractionIn
9426374	1997	Dec	9660638	1998	May	RetractionIn
9429186			15368646			RetractionIn
9439634	1998	Jan	16222764	2005	Oct	RetractionIn
9449732	1998	Feb	9917215	1999	Jan	RetractionIn
9469192	1998	Jan	9729132	1998	Jul	RetractionIn
9475806	1998	Mar	17589983	2007	Jun	RetractionIn
9482944	1998	Mar	15517657	2004	Oct	RetractionIn
9482945	1998	Mar	16790551	2006	Jul	RetractionIn
9485373	1998	Feb	17929839	2007	Nov	RetractionIn
9492007	1998	Feb	19378493	2009	Apr	RetractionIn
9510328	1998	Mar	10375260	1999	May	RetractionIn
9533776	1998	Mar	10336342	1999	May	RetractionIn
9544783	1998	Feb	19067750	2009	Jan	RetractionIn
9546637	1998	Mar	11201952	2000	Aug	RetractionIn
9564108	1998	Feb	16764630	2006	Jun	RetractionIn
9578923			19178811			RetractionIn
9593639	1998	Apr	10712076	1999	Nov	RetractionIn
9601702	1998	Apr	9705625	1998	Jun	RetractionIn
9603161	1998	May	18360278	2008	Mar	RetractionIn
9612105			9696683			RetractionIn
9637246	1998	Mar	12607554	2003	Mar	RetractionIn
9655725	1998	Jul	10988082	2000	Sep	RetractionIn
9660756	1998	Jul	10375303	1999	Jan	RetractionIn
9675613	1998	Aug	19568922	2009	Aug	RetractionIn
9685252	1998	Jul	10206907	1999	Mar	RetractionIn
9692323			14679960	2003	Mar	RetractionIn
9703501	1998	Aug	12805518	2003	Jun	RetractionIn
9710385	1998	Aug	9856701	1998	Dec	RetractionIn
9729529	1998	Sep	11185541	2000	Nov	RetractionIn
9736380	1998	Aug	16018769	2005	Jul	RetractionIn
9744272	1998	Sep	15152258	2004	May	RetractionIn
9767009	1997	Dec	9767010	1998	Mar	RetractionIn
9770555	1998	Oct	12110745	2002	Jul	RetractionIn
9780201	1998	Oct	17056588	2006	Nov	RetractionIn
9801549	1998	Apr	20590961	2010	Jul	RetractionIn
9807069	1998	Nov	10438282	1999	Jul	RetractionIn
9810412	1998	May	16897901			RetractionIn
9822040	1998	Nov	10454943	1999	Aug	RetractionIn
9879861	1998	Aug	18759949	2008	Aug	RetractionIn
9888845	1999	Jan	12004901	2002	May	RetractionIn
993	1975	Jun	195582	1977	Apr	RetractionIn
9931130	1999	Jan	14718349	2004	Feb	RetractionIn
9987036	1999	Jan	10383651	1999	Jul	RetractionIn
22428884	2012		22560040	2012		RetractionIn
22393576	2011	Sep	22570855	2012	Apr	RetractionIn
22360771	2012	Feb	22649798	2012	Jun	RetractionIn
22307816	2012	Feb	22135011	2012	Mar	RetractionIn
22272916	2012	Jan	22288912	2012	Apr	RetractionIn
22259793			22553859			RetractionIn
22212943	2011		22538349	2012		RetractionIn
22207911	2011	Jul	22368791			RetractionIn
22180685	2011	Dec	22473496	2012	Jun	RetractionIn
22163930	2011		22164057	2011		RetractionIn
22150496	2012	Jan	22611569	2012	May	RetractionIn
22139679	2011	Nov	22553070	2012	Mar	RetractionIn
22123660	2012	Jan	22495694	2012	May	RetractionIn
22074389	2011		22248113	2012		RetractionIn
22071019	2011		22414203	2012		RetractionIn
22070530	2012	Jan	22662342	2012	Jan	RetractionIn
22059288			22550766			RetractionIn
22046297	2011		22523531	2012		RetractionIn
22041231	2011	Nov	22507713	2012	Apr	RetractionIn
22028568	2011	Sep	22577287	2012	May	RetractionIn
22027512	2011	Dec	22456190	2012	Apr	RetractionIn
21977502	2011	Apr	22180894	2011	Dec	RetractionIn
21957410	2011	Jul	22412768	2012	Jan	RetractionIn
21912230	2011	Oct	22406871	2012	Apr	RetractionIn
21932149	2011	Oct	22349771	2012	Feb	RetractionIn
21921049	2011	Nov	22267602	2012	Apr	RetractionIn
21917665	2011	Nov	22140061	2012	Jan	RetractionIn
21901618	2011		22113237	2011		RetractionIn
21875150	2011	Oct	22066544	2011	Dec	RetractionIn
21862592	2011	Oct	22532973	2012	Mar	RetractionIn
21858694	2011	Oct	22323187	2012	Mar	RetractionIn
21838248	2011	Sep	22279957	2012	Feb	RetractionIn
21802601	2010	Nov	22525251	2012	Jun	RetractionIn
21796001	2011	Jul	21971490	2011	Nov	RetractionIn
21763177	2011	Sep	22359742	2012	Jan	RetractionIn
21725405	2011	Mar	22382267	2012	Feb	RetractionIn
21677664	2011	Jun	21833005	2011	Sep	RetractionIn
21671709	2011	Jul	22080829	2011	Dec	RetractionIn
21670203	2011	Jul	22084411	2011	Nov	RetractionIn
21653655	2011	Sep	22128402	2011	Nov	RetractionIn
21632882	2011	Oct	22431770	2012	Apr	RetractionIn
21623320	2011	Jun	22242215	2011	Sep	RetractionIn
21617427	2011	Jun	22186523	2012	Jan	RetractionIn
21613570	2011	Jun	22160710	2011	Dec	RetractionIn
21609302	2011	Aug	22404701	2012	Apr	RetractionIn
21603011	2011	Apr	21811663	2011	Jul	RetractionIn
21592827	2011	Aug	22393569	2012	Feb	RetractionIn
21569412	2011		22394565	2012		RetractionIn
21529349	2011		21933420	2011		RetractionIn
21517120	2011	May	21919520	2011	Oct	RetractionIn
21498042			22084820			RetractionIn
21493417	2011	Feb	22203684	2012	Apr	RetractionIn
21482993	2011	May	22204025	2011	Nov	RetractionIn
21476531	2011	May	22280205	2012	Feb	RetractionIn
21474762	2011	Apr	22144595	2011	Dec	RetractionIn
21469168	2011	Jul	22590714	2012	Jun	RetractionIn
21459887	2011	Apr	22159072	2011	Dec	RetractionIn
21446757	2011	May	21574658	2011	Jun	RetractionIn
21415384	2011	May	22629554	2011	May	RetractionIn
21409777	2011	Mar	21770066	2011	Jul	RetractionIn
21405500	2011	Feb	21991585	2011	Jul	RetractionIn
21395560	2011	Jun	22309262	2012	Mar	RetractionIn
21376079	2011	Aug	21609733	2011	Dec	RetractionIn
21358639	2011	Apr	21772286	2011	Aug	RetractionIn
21357312	2011	Feb	21885565	2011	Jun	RetractionIn
21343162	2011	Apr	22467140	2012	Apr	RetractionIn
21342071	2011	Feb	22114971	2011	Dec	RetractionIn
21341971	2011	Feb	21526888	2011		RetractionIn
21324434	2011	Apr	22167828	2011	Nov	RetractionIn
21323727	2011	Feb	21521365	2011	Jun	RetractionIn
21321040	2011	Feb	21957068	2011	Sep	RetractionIn
21309141	2010		22022739	2011		RetractionIn
21297532	2011	Feb	21336080	2011	Mar	RetractionIn
21294695	2011	Mar	22519771	2012	May	RetractionIn
21270176	2011	Feb	21868785	2011	Sep	RetractionIn
21249209	2011		21346793	2011		RetractionIn
21243427	2011	May	22354809	2012	Apr	RetractionIn
21225599	2011	Jan	21374897			RetractionIn
21221660	2011	Aug	21922232	2011	Nov	RetractionIn
21220413	2011	Apr	21659324	2011	Jun	RetractionIn
21211018	2011		22054052	2011		RetractionIn
21205608	2011	Jan	22292165	2011	Dec	RetractionIn
21158588	2011	Feb	22168171	2012	Jan	RetractionIn
21156402	2010	Oct	22046629	2011	Oct	RetractionIn
21148031	2011	Jan	22434856	2012	Apr	RetractionIn
21133437	2010	Nov	21405195	2011	Mar	RetractionIn
21131686	2011	Feb	21917904	2011	Sep	RetractionIn
21109134	2010	Dec	22167871	2011	Nov	RetractionIn
21106792	2011	Jan	21525233	2011	May	RetractionIn
21098881	2010		21646682	2011		RetractionIn
21078266	2010	Nov	21563601	2011	Apr	RetractionIn
21070227	2010	Nov	21462432	2011	Mar	RetractionIn
21064188	2010	Nov	20027667	2011	May	RetractionIn
21063536			22470224	2012	Jan	RetractionIn
21063029	2011	Jan	21705492	2011	Aug	RetractionIn
21061058	2011	Mar	21773740	2011	Sep	RetractionIn
21051238	2011	Feb	21774119	2011	Sep	RetractionIn
21045465			21770087			RetractionIn
21039783	2010	Nov	21218607	2011	Jan	RetractionIn
20978351	2010	Nov	22482119	2012	Mar	RetractionIn
20974943	2010	Nov	21628567	2011	Jun	RetractionIn
20974934	2010	Nov	21817064	2011	Aug	RetractionIn
20962322	2010	Oct	21521780	2011	Jun	RetractionIn
20958973	2010		21752243	2011		RetractionIn
20937111	2010		21324197	2011		RetractionIn
20929972	2011	Feb	22020868	2011	Nov	RetractionIn
20879978	2010	Jul	21319393	2011	Jan	RetractionIn
20865477	2010	Oct	21442183	2011	Jun	RetractionIn
20870577			21972456			RetractionIn
20861846			21552282			RetractionIn
20837949	2010	Dec	22029053	2011	Sep	RetractionIn
20829510	2010	Nov	22345596	2012	Mar	RetractionIn
20826813	2010	Nov	21853614	2011	Jul	RetractionIn
20826636	2010	Nov	21372330	2011	Mar	RetractionIn
20823877	2010	Sep	21738162	2011	Jul	RetractionIn
20818377	2010	Sep	21738163	2011	Jul	RetractionIn
20798047	2010	Sep	22203980	2012	Jan	RetractionIn
20696651	2010	Oct	22454841	2012	Mar	RetractionIn
20694492	2010	Nov	22350149	2012	Apr	RetractionIn
20688921	2011	Mar	22215847	2012	Jan	RetractionIn
20688432	2010	Nov	22106458	2011	Oct	RetractionIn
20677908	2011	Mar	22074180	2012	Feb	RetractionIn
20676002	2010	Apr	21206216	2010	Oct	RetractionIn
20674194	2011	Jan	22489308	2012	Apr	RetractionIn
20653821	2010	Sep	21615767	2011	Jul	RetractionIn
20627396	2010	Aug	22220304	2011	Dec	RetractionIn
20613542	2010	Dec	22317774	2012	Mar	RetractionIn
20610538	2010	Aug	21270322	2011	Feb	RetractionIn
20595579	2010	Jul	21778381	2011	Jul	RetractionIn
20593161	2010	Oct	22170464	2012	Feb	RetractionIn
20593050	2010	Jun	22457872	2012	Mar	RetractionIn
20584786	2010	Aug	22128322	2011	Dec	RetractionIn
20577784	2011	Apr	21881862	2012	Feb	RetractionIn
20562409	2010	Oct	21844531	2011	Sep	RetractionIn
20548031	2010	Jul	21900184	2011	Sep	RetractionIn
20542304	2010	Oct	22167894	2011	Dec	RetractionIn
20527608	2010	May	22206126	2011	Jun	RetractionIn
20510247	2010	Jun	22013600	2011	Aug	RetractionIn
20477499	2009	Apr	21473732	2011	Apr	RetractionIn
20476501	2010		22206128	2011	Oct	RetractionIn
20466931	2010	May	21885757	2011	Sep	RetractionIn
20457181	2010	Oct	22106469	2011	Oct	RetractionIn
20452642	2010	Jun	22224204	2012	Jan	RetractionIn
20448536	2010	May	20523300	2011	May	RetractionIn
20434775	2010	Jul	22312627	2012	Feb	RetractionIn
20434240	2010	Jul	22355807	2012	Jan	RetractionIn
20427204	2011	Feb	22013600	2011	Aug	RetractionIn
20421646	2010	Jun	22158336	2011	Dec	RetractionIn
20420536	2011	Jan	21443413	2011	Mar	RetractionIn
20420460	2009	Oct	22016890	2011	Sep	RetractionIn
20414782	2010	Dec	22410819	2012	May	RetractionIn
20414325	2010	Aug	20953214	2010	Nov	RetractionIn
20404027	2010	Jan	22045775	2011	Nov	RetractionIn
20391342	2010		21968764	2011		RetractionIn
20386275	2010	Apr	21610379	2011	Mar	RetractionIn
20384599	2010	Dec	22624154	2012	May	RetractionIn
20374662	2010		21914195	2011		RetractionIn
20336331	2010	Aug	21509564	2011	Aug	RetractionIn
20331515	2011	Jun	22468279	2012	Mar	RetractionIn
20298690	2010	Jun	22351953	2012	Jan	RetractionIn
20213279	2010	Jun	22038494	2011	Dec	RetractionIn
20158989	2010	Jan	22250297	2011	Dec	RetractionIn
20134303	2009	Dec	21422878	2011	Apr	RetractionIn
20122083	2010	Feb	21810140	2011	Aug	RetractionIn
20104898	2010	Mar	21591786	2011	Jun	RetractionIn
20091890	2010	Mar	22606693	2012	May	RetractionIn
20091867	2010	Oct	21960263	2011	Dec	RetractionIn
20080942	2010	Feb	21685368	2011	Jun	RetractionIn
20071605	2010	Mar	20921193	2010	Oct	RetractionIn
20066585			22508078			RetractionIn
20051107	2010		21635756	2011		RetractionIn
22219706	2010		22163773	2011		RetractionIn
20005132	2010	Jun	22013600	2011	Aug	RetractionIn
20002437	2009	Dec	21355989	2011	Mar	RetractionIn
19996213	2009	Dec	22355011	2012	Mar	RetractionIn
19962793	2010	Mar	22049548	2011	Oct	RetractionIn
19935063	2010	Feb	22549129	2012	Jun	RetractionIn
19932130	2010	Jun	22206101	2012	Jan	RetractionIn
19839869	2009	Sep	22168171	2012	Jan	RetractionIn
19837064	2010	Jan	22351952	2012	Jan	RetractionIn
19829383	2009	Oct	22699624	2012	Jun	RetractionIn
19828216	2010	Feb	21728258	2011	Jun	RetractionIn
19824623	2009	Oct	22010279	2011	Sep	RetractionIn
19819984	2009	Dec	21984988	2011	Sep	RetractionIn
19818798	2009	Nov	22013593	2011	Sep	RetractionIn
19815723	2009	Oct	22194552	2011	Dec	RetractionIn
19810061	2009	Oct	21170950	2010	Dec	RetractionIn
19805217	2009	Sep	21821790	2011	Sep	RetractionIn
19785751	2009		21635743	2011		RetractionIn
19781383	2009	Sep	22040552	2011	Oct	RetractionIn
19757023	2010	Mar	20628899	2010	Aug	RetractionIn
19743640	2009	Aug	22206129	2011	Oct	RetractionIn
19726425	2011	Jun	21768187	2011	Aug	RetractionIn
19722587	2009	Aug	22414429	2012	Mar	RetractionIn
19702965	2009	Aug	21810142	2011	Aug	RetractionIn
19702964	2009	Aug	21810141	2011	Aug	RetractionIn
19670296	2010	Mar	22319775	2012	Feb	RetractionIn
19657716	2009		21769485	2011	Sep	RetractionIn
19643537	2009	Dec	22106457	2011	Oct	RetractionIn
19604631	2009	Nov	22106456	2011	Oct	RetractionIn
19545692	2009	Jun	21770058	2011	May	RetractionIn
19533144	2009	Sep	19774385	2009	Nov	RetractionIn
19482857	2009	Aug	21685126	2011	Jul	RetractionIn
19476833	2009	May	21871390	2011	Sep	RetractionIn
19468278	2009	Jun	21540815	2011	May	RetractionIn
19464740	2010	Feb	21866585	2011	Jul	RetractionIn
19406399	2010	Jul	21880283	2011	Sep	RetractionIn
19404876	2008	Oct	22047018			RetractionIn
19395854	2009	May	21697655	2011	Jul	RetractionIn
19371446	2009		21752242	2011		RetractionIn
19359525	2009	Jul	19940110	2009	Dec	RetractionIn
19336536	2009	May	21685126	2011	Jul	RetractionIn
19300490	2009	Mar	20020059	2009	Dec	RetractionIn
19290641	2009	Mar	21314200	2009	May	RetractionIn
19277796	2009	May	21975685	2011	Dec	RetractionIn
19276379	2009	Apr	21045160	2010	Nov	RetractionIn
19246396	2009	Mar	22411792	2012	Mar	RetractionIn
19230025	2009	Jun	21960263	2011	Dec	RetractionIn
19224130	2009	May	22354389	2012	Mar	RetractionIn
19223576	2009	Mar	22025547	2011	Nov	RetractionIn
19216748	2009		21635758	2011		RetractionIn
19203584	2009	Feb	21458674	2011	Apr	RetractionIn
19200286	2009	Feb	21810143	2011	Aug	RetractionIn
19189065	2009	Mar	21744521	2011	May	RetractionIn
19174511	2009	Feb	21628591	2011	Jun	RetractionIn
19145153	2009	Jan	21937967	2011	Aug	RetractionIn
19141861	2009	Mar	21571990	2011	Jun	RetractionIn
19141685	2009	Apr	22031778	2011	Nov	RetractionIn
19136629	2009	Jan	21724836	2011	Jul	RetractionIn
19118527	2009	Feb	21328799	2011	Jan	RetractionIn
19109492	2008	Dec	21957266	2011	Sep	RetractionIn
19105710	2009	Jan	22050027	2011	Nov	RetractionIn
19074154	2009	Feb	21685126	2011	Jul	RetractionIn
19059841	2009	Jan	21617131	2011	May	RetractionIn
19050079	2008	Dec	21969600	2011	Oct	RetractionIn
19047050	2009	Jan	22242217	2011	Dec	RetractionIn
19036880	2009	Apr	20503521	2010	Jun	RetractionIn
19032554	2009	Jan	21749338	2011	Aug	RetractionIn
19031236	2009	Jan	21992069	2012		RetractionIn
19019824	2009	Mar	22319784	2012	Jan	RetractionIn
19015639	2009	Feb	22011759	2011	Oct	RetractionIn
18986162	2009	Jan	22003501	2011	Sep	RetractionIn
18974386	2008	Dec	22343559	2012	Feb	RetractionIn
18922426	2008	Oct	22059234	2011	Oct	RetractionIn
18840581	2008	Mar	22028286	2011	Nov	RetractionIn
18832301	2008	Oct	21368319	2011	Mar	RetractionIn
18812912	2008	Sep	21937966	2011	Aug	RetractionIn
18821770	2008	Oct	22414430	2012	Mar	RetractionIn
18807007	2009	Mar	21604010	2011	Jul	RetractionIn
18800988	2009	May	21932468	2011	Sep	RetractionIn
18776129	2009	Mar	22383655	2012	Mar	RetractionIn
18713984	2008	Sep	20483796	2010	Jun	RetractionIn
18688676	2009	Jun	20217143	2010	Jun	RetractionIn
18681910	2009	Jun	20589983	2009	Jun	RetractionIn
18669965	2008	Aug	19258600	2009	Mar	RetractionIn
18663085	2008	Aug	22331929	2012	Feb	RetractionIn
18611381	2008	Jul	21827955	2011	Aug	RetractionIn
18591817	2008	Jul	20523007	2010	Jun	RetractionIn
18581155	2009	Mar	21229322	2011	Jan	RetractionIn
18534388	2009	Jan	21777774	2011	Aug	RetractionIn
18517206	2008	Jun	22126598	2011	Dec	RetractionIn
18503581	2008	Aug	21623764	2011	Mar	RetractionIn
18480056	2008	Jul	19160472	2008	Dec	RetractionIn
18458081	2008	Jul	21961174	2011	Aug	RetractionIn
18456874	2008	Aug	22197880	2012	Feb	RetractionIn
18444895	2008	May	21854316	2011	Aug	RetractionIn
